거래일자,시간,지역,전력거래량(MWh)
2014-01-12,23,제주도,412.351906
2014-01-12,24,제주도,428.116776
2014-01-13,1,제주도,404.132522
2014-01-13,2,제주도,379.256162
2014-01-13,3,제주도,359.520955
2014-01-13,4,제주도,351.088947
2014-01-13,5,제주도,354.962206
2014-01-13,6,제주도,372.008266
2014-01-13,7,제주도,395.458566
2014-01-13,8,제주도,420.267331
2014-01-13,9,제주도,447.735091
2014-01-13,10,제주도,446.948348
2014-01-13,11,제주도,497.682653
2014-01-13,12,제주도,487.737651
2014-01-13,13,제주도,456.097864
2014-01-13,14,제주도,426.954553
2014-01-13,15,제주도,393.150015
2014-01-13,16,제주도,383.500642
2014-01-13,17,제주도,410.640413
2014-01-13,18,제주도,454.990531
2014-01-13,19,제주도,495.562908
2014-01-13,20,제주도,493.372924
2014-01-13,21,제주도,478.682036
2014-01-13,22,제주도,451.925516
2014-01-13,23,제주도,447.704704
2014-01-13,24,제주도,453.923676
2014-01-14,1,제주도,423.268688
2014-01-14,2,제주도,391.237084
2014-01-14,3,제주도,375.695008
2014-01-14,4,제주도,368.946456
2014-01-14,5,제주도,367.151312
2014-01-14,6,제주도,379.030876
2014-01-14,7,제주도,399.875864
2014-01-14,8,제주도,426.972316
2014-01-14,9,제주도,450.324269
2014-01-14,10,제주도,431.544149
2014-01-14,11,제주도,412.870579
2014-01-14,12,제주도,403.036178
2014-01-14,13,제주도,381.882878
2014-01-14,14,제주도,379.337344
2014-01-14,15,제주도,377.403348
2014-01-14,16,제주도,375.985521
2014-01-14,17,제주도,407.199615
2014-01-14,18,제주도,448.540832
2014-01-14,19,제주도,492.37876
2014-01-14,20,제주도,483.556972
2014-01-14,21,제주도,465.23722
2014-01-14,22,제주도,448.143696
2014-01-14,23,제주도,450.5482
2014-01-14,24,제주도,457.851724
2014-01-15,1,제주도,422.479
2014-01-15,2,제주도,398.232472
2014-01-15,3,제주도,381.70842
2014-01-15,4,제주도,373.331792
2014-01-15,5,제주도,376.170508
2014-01-15,6,제주도,389.298328
2014-01-15,7,제주도,404.594056
2014-01-15,8,제주도,426.824672
2014-01-15,9,제주도,452.508559
2014-01-15,10,제주도,439.988672
2014-01-15,11,제주도,429.053761
2014-01-15,12,제주도,413.11173
2014-01-15,13,제주도,378.006359
2014-01-15,14,제주도,385.933854
2014-01-15,15,제주도,384.176609
2014-01-15,16,제주도,378.675095
2014-01-15,17,제주도,395.346096
2014-01-15,18,제주도,445.697569
2014-01-15,19,제주도,492.46344
2014-01-15,20,제주도,492.822761
2014-01-15,21,제주도,479.045418
2014-01-15,22,제주도,457.944038
2014-01-15,23,제주도,457.849879
2014-01-15,24,제주도,464.04872
2014-01-16,1,제주도,428.064964
2014-01-16,2,제주도,401.35993
2014-01-16,3,제주도,382.722355
2014-01-16,4,제주도,370.296225
2014-01-16,5,제주도,370.622413
2014-01-16,6,제주도,379.759625
2014-01-16,7,제주도,399.458134
2014-01-16,8,제주도,417.150174
2014-01-16,9,제주도,442.876709
2014-01-16,10,제주도,440.381594
2014-01-16,11,제주도,418.60856
2014-01-16,12,제주도,402.628845
2014-01-16,13,제주도,374.911282
2014-01-16,14,제주도,385.629829
2014-01-16,15,제주도,382.143971
2014-01-16,16,제주도,376.882241
2014-01-16,17,제주도,398.53502
2014-01-16,18,제주도,435.570121
2014-01-16,19,제주도,476.791082
2014-01-16,20,제주도,477.802954
2014-01-16,21,제주도,464.181106
2014-01-16,22,제주도,439.232029
2014-01-16,23,제주도,434.220157
2014-01-16,24,제주도,444.85711
2014-01-17,1,제주도,405.759046
2014-01-17,2,제주도,380.341432
2014-01-17,3,제주도,360.989988
2014-01-17,4,제주도,349.813642
2014-01-17,5,제주도,354.554082
2014-01-17,6,제주도,367.462986
2014-01-17,7,제주도,392.351822
2014-01-17,8,제주도,418.374
2014-01-17,9,제주도,438.441025
2014-01-17,10,제주도,411.26693
2014-01-17,11,제주도,425.73307
2014-01-17,12,제주도,419.688823
2014-01-17,13,제주도,392.305466
2014-01-17,14,제주도,397.580622
2014-01-17,15,제주도,394.953266
2014-01-17,16,제주도,389.72598
2014-01-17,17,제주도,401.11725
2014-01-17,18,제주도,425.066597
2014-01-17,19,제주도,465.24349
2014-01-17,20,제주도,469.816646
2014-01-17,21,제주도,458.22211
2014-01-17,22,제주도,434.840188
2014-01-17,23,제주도,431.19231
2014-01-17,24,제주도,432.795676
2014-01-18,1,제주도,397.936436
2014-01-18,2,제주도,371.113095
2014-01-18,3,제주도,352.139075
2014-01-18,4,제주도,334.695803
2014-01-18,5,제주도,341.712849
2014-01-18,6,제주도,357.673749
2014-01-18,7,제주도,375.272914
2014-01-18,8,제주도,381.249513
2014-01-18,9,제주도,392.203876
2014-01-18,10,제주도,393.125666
2014-01-18,11,제주도,389.317121
2014-01-18,12,제주도,377.270644
2014-01-18,13,제주도,356.459205
2014-01-18,14,제주도,360.033097
2014-01-18,15,제주도,359.976539
2014-01-18,16,제주도,363.213083
2014-01-18,17,제주도,386.089538
2014-01-18,18,제주도,416.664221
2014-01-18,19,제주도,454.206967
2014-01-18,20,제주도,457.080251
2014-01-18,21,제주도,450.567083
2014-01-18,22,제주도,434.269938
2014-01-18,23,제주도,440.13485
2014-01-18,24,제주도,453.830442
2014-01-19,1,제주도,423.094286
2014-01-19,2,제주도,397.038695
2014-01-19,3,제주도,379.670346
2014-01-19,4,제주도,370.003195
2014-01-19,5,제주도,372.66918
2014-01-19,6,제주도,383.463029
2014-01-19,7,제주도,397.760055
2014-01-19,8,제주도,395.348524
2014-01-19,9,제주도,375.971297
2014-01-19,10,제주도,327.374037
2014-01-19,11,제주도,318.614118
2014-01-19,12,제주도,312.718492
2014-01-19,13,제주도,302.825457
2014-01-19,14,제주도,303.281656
2014-01-19,15,제주도,298.58859
2014-01-19,16,제주도,299.347436
2014-01-19,17,제주도,316.933959
2014-01-19,18,제주도,356.291333
2014-01-19,19,제주도,415.675609
2014-01-19,20,제주도,432.514862
2014-01-19,21,제주도,425.625697
2014-01-19,22,제주도,416.150682
2014-01-19,23,제주도,422.57471
2014-01-19,24,제주도,428.247383
2014-01-20,1,제주도,388.033597
2014-01-20,2,제주도,360.241113
2014-01-20,3,제주도,339.211898
2014-01-20,4,제주도,327.744763
2014-01-20,5,제주도,328.820568
2014-01-20,6,제주도,335.069659
2014-01-20,7,제주도,356.920304
2014-01-20,8,제주도,379.118468
2014-01-20,9,제주도,413.597269
2014-01-20,10,제주도,413.135066
2014-01-20,11,제주도,414.030763
2014-01-20,12,제주도,403.466578
2014-01-20,13,제주도,380.988425
2014-01-20,14,제주도,377.034309
2014-01-20,15,제주도,371.220219
2014-01-20,16,제주도,368.922002
2014-01-20,17,제주도,392.532792
2014-01-20,18,제주도,436.658984
2014-01-20,19,제주도,465.88893
2014-01-20,20,제주도,464.951241
2014-01-20,21,제주도,451.380662
2014-01-20,22,제주도,430.890478
2014-01-20,23,제주도,429.569097
2014-01-20,24,제주도,435.876735
2014-01-21,1,제주도,405.614719
2014-01-21,2,제주도,382.329095
2014-01-21,3,제주도,363.429688
2014-01-21,4,제주도,356.806818
2014-01-21,5,제주도,364.542413
2014-01-21,6,제주도,375.848116
2014-01-21,7,제주도,395.17397
2014-01-21,8,제주도,415.444636
2014-01-21,9,제주도,456.860453
2014-01-21,10,제주도,461.888357
2014-01-21,11,제주도,437.570134
2014-01-21,12,제주도,432.629976
2014-01-21,13,제주도,413.111473
2014-01-21,14,제주도,421.315778
2014-01-21,15,제주도,428.198694
2014-01-21,16,제주도,439.124255
2014-01-21,17,제주도,457.112564
2014-01-21,18,제주도,481.681763
2014-01-21,19,제주도,497.82424
2014-01-21,20,제주도,490.303122
2014-01-21,21,제주도,473.191526
2014-01-21,22,제주도,453.329654
2014-01-21,23,제주도,455.985945
2014-01-21,24,제주도,464.788765
2014-01-22,1,제주도,433.384122
2014-01-22,2,제주도,409.828557
2014-01-22,3,제주도,391.312953
2014-01-22,4,제주도,380.867963
2014-01-22,5,제주도,380.920412
2014-01-22,6,제주도,387.104632
2014-01-22,7,제주도,405.940407
2014-01-22,8,제주도,424.395577
2014-01-22,9,제주도,455.311281
2014-01-22,10,제주도,445.430593
2014-01-22,11,제주도,436.987827
2014-01-22,12,제주도,425.092384
2014-01-22,13,제주도,388.104366
2014-01-22,14,제주도,392.70658
2014-01-22,15,제주도,388.315132
2014-01-22,16,제주도,388.030557
2014-01-22,17,제주도,410.730539
2014-01-22,18,제주도,448.518548
2014-01-22,19,제주도,485.595974
2014-01-22,20,제주도,484.513778
2014-01-22,21,제주도,471.713354
2014-01-22,22,제주도,453.079678
2014-01-22,23,제주도,453.925458
2014-01-22,24,제주도,463.636024
2014-01-23,1,제주도,429.884177
2014-01-23,2,제주도,396.088664
2014-01-23,3,제주도,376.901594
2014-01-23,4,제주도,363.78725
2014-01-23,5,제주도,359.903512
2014-01-23,6,제주도,370.899566
2014-01-23,7,제주도,391.914566
2014-01-23,8,제주도,412.589558
2014-01-23,9,제주도,426.252129
2014-01-23,10,제주도,421.028952
2014-01-23,11,제주도,414.174532
2014-01-23,12,제주도,404.821045
2014-01-23,13,제주도,372.36285
2014-01-23,14,제주도,375.673416
2014-01-23,15,제주도,372.499489
2014-01-23,16,제주도,366.049138
2014-01-23,17,제주도,372.760327
2014-01-23,18,제주도,402.434985
2014-01-23,19,제주도,452.595653
2014-01-23,20,제주도,460.684765
2014-01-23,21,제주도,456.380606
2014-01-23,22,제주도,447.156361
2014-01-23,23,제주도,447.452006
2014-01-23,24,제주도,456.667382
2014-01-24,1,제주도,416.285583
2014-01-24,2,제주도,382.262053
2014-01-24,3,제주도,361.199566
2014-01-24,4,제주도,343.125771
2014-01-24,5,제주도,346.933914
2014-01-24,6,제주도,363.071934
2014-01-24,7,제주도,382.622622
2014-01-24,8,제주도,391.014684
2014-01-24,9,제주도,412.377859
2014-01-24,10,제주도,399.076688
2014-01-24,11,제주도,384.075242
2014-01-24,12,제주도,374.030837
2014-01-24,13,제주도,345.551883
2014-01-24,14,제주도,349.740867
2014-01-24,15,제주도,346.818011
2014-01-24,16,제주도,339.459366
2014-01-24,17,제주도,345.374071
2014-01-24,18,제주도,368.288231
2014-01-24,19,제주도,416.71478
2014-01-24,20,제주도,426.583388
2014-01-24,21,제주도,412.693148
2014-01-24,22,제주도,393.336552
2014-01-24,23,제주도,394.591028
2014-01-24,24,제주도,393.264952
2014-01-25,1,제주도,365.39504
2014-01-25,2,제주도,335.09432
2014-01-25,3,제주도,311.891376
2014-01-25,4,제주도,316.939792
2014-01-25,5,제주도,326.99324
2014-01-25,6,제주도,339.73486
2014-01-25,7,제주도,330.644416
2014-01-25,8,제주도,330.151824
2014-01-25,9,제주도,336.341676
2014-01-25,10,제주도,333.438578
2014-01-25,11,제주도,336.082913
2014-01-25,12,제주도,335.019557
2014-01-25,13,제주도,313.916827
2014-01-25,14,제주도,312.84709
2014-01-25,15,제주도,309.731239
2014-01-25,16,제주도,307.358046
2014-01-25,17,제주도,316.563221
2014-01-25,18,제주도,347.41164
2014-01-25,19,제주도,389.792868
2014-01-25,20,제주도,396.153552
2014-01-25,21,제주도,393.418032
2014-01-25,22,제주도,384.345756
2014-01-25,23,제주도,390.97434
2014-01-25,24,제주도,403.058112
2014-01-26,1,제주도,372.90864
2014-01-26,2,제주도,349.327984
2014-01-26,3,제주도,333.513908
2014-01-26,4,제주도,328.203144
2014-01-26,5,제주도,332.31174
2014-01-26,6,제주도,345.969908
2014-01-26,7,제주도,366.689592
2014-01-26,8,제주도,367.547315
2014-01-26,9,제주도,349.743462
2014-01-26,10,제주도,320.145156
2014-01-26,11,제주도,306.734719
2014-01-26,12,제주도,303.757746
2014-01-26,13,제주도,292.986366
2014-01-26,14,제주도,292.509691
2014-01-26,15,제주도,288.102189
2014-01-26,16,제주도,286.355027
2014-01-26,17,제주도,297.690021
2014-01-26,18,제주도,342.977189
2014-01-26,19,제주도,414.840872
2014-01-26,20,제주도,427.326652
2014-01-26,21,제주도,426.52864
2014-01-26,22,제주도,423.900812
2014-01-26,23,제주도,424.295676
2014-01-26,24,제주도,432.345636
2014-01-27,1,제주도,397.428308
2014-01-27,2,제주도,374.810468
2014-01-27,3,제주도,359.218728
2014-01-27,4,제주도,354.772876
2014-01-27,5,제주도,359.57282
2014-01-27,6,제주도,372.242056
2014-01-27,7,제주도,393.853952
2014-01-27,8,제주도,415.331716
2014-01-27,9,제주도,425.106182
2014-01-27,10,제주도,389.630762
2014-01-27,11,제주도,377.087935
2014-01-27,12,제주도,370.368112
2014-01-27,13,제주도,344.356189
2014-01-27,14,제주도,348.674437
2014-01-27,15,제주도,344.690656
2014-01-27,16,제주도,339.037288
2014-01-27,17,제주도,345.862816
2014-01-27,18,제주도,372.942002
2014-01-27,19,제주도,430.63148
2014-01-27,20,제주도,444.033948
2014-01-27,21,제주도,436.638916
2014-01-27,22,제주도,422.418504
2014-01-27,23,제주도,424.97728
2014-01-27,24,제주도,423.524776
2014-01-28,1,제주도,383.678528
2014-01-28,2,제주도,355.138
2014-01-28,3,제주도,337.48038
2014-01-28,4,제주도,327.673224
2014-01-28,5,제주도,330.541596
2014-01-28,6,제주도,345.815528
2014-01-28,7,제주도,364.961608
2014-01-28,8,제주도,377.243116
2014-01-28,9,제주도,395.75518
2014-01-28,10,제주도,388.215154
2014-01-28,11,제주도,381.507968
2014-01-28,12,제주도,371.826727
2014-01-28,13,제주도,345.114649
2014-01-28,14,제주도,356.827896
2014-01-28,15,제주도,350.483482
2014-01-28,16,제주도,345.925496
2014-01-28,17,제주도,354.334576
2014-01-28,18,제주도,372.543697
2014-01-28,19,제주도,419.03011
2014-01-28,20,제주도,426.986693
2014-01-28,21,제주도,415.598049
2014-01-28,22,제주도,410.704928
2014-01-28,23,제주도,418.280536
2014-01-28,24,제주도,432.472284
2014-01-29,1,제주도,401.488583
2014-01-29,2,제주도,372.163242
2014-01-29,3,제주도,358.413406
2014-01-29,4,제주도,351.214818
2014-01-29,5,제주도,354.91483
2014-01-29,6,제주도,370.645495
2014-01-29,7,제주도,393.167969
2014-01-29,8,제주도,408.613841
2014-01-29,9,제주도,406.965169
2014-01-29,10,제주도,368.719545
2014-01-29,11,제주도,361.771727
2014-01-29,12,제주도,345.36725
2014-01-29,13,제주도,320.691204
2014-01-29,14,제주도,318.854642
2014-01-29,15,제주도,313.234238
2014-01-29,16,제주도,305.22297
2014-01-29,17,제주도,307.220514
2014-01-29,18,제주도,327.025264
2014-01-29,19,제주도,373.508894
2014-01-29,20,제주도,378.947088
2014-01-29,21,제주도,362.008997
2014-01-29,22,제주도,351.171915
2014-01-29,23,제주도,362.584889
2014-01-29,24,제주도,368.28216
2014-01-30,1,제주도,335.248684
2014-01-30,2,제주도,308.169648
2014-01-30,3,제주도,291.374144
2014-01-30,4,제주도,282.493808
2014-01-30,5,제주도,281.162028
2014-01-30,6,제주도,293.381792
2014-01-30,7,제주도,305.107068
2014-01-30,8,제주도,300.7751
2014-01-30,9,제주도,298.5884
2014-01-30,10,제주도,283.774874
2014-01-30,11,제주도,285.306316
2014-01-30,12,제주도,299.663296
2014-01-30,13,제주도,296.340297
2014-01-30,14,제주도,292.012321
2014-01-30,15,제주도,291.60157
2014-01-30,16,제주도,283.476277
2014-01-30,17,제주도,282.080187
2014-01-30,18,제주도,308.76937
2014-01-30,19,제주도,340.01148
2014-01-30,20,제주도,351.766428
2014-01-30,21,제주도,350.608424
2014-01-30,22,제주도,349.388232
2014-01-30,23,제주도,354.727488
2014-01-30,24,제주도,372.016008
2014-01-31,1,제주도,343.539704
2014-01-31,2,제주도,319.024004
2014-01-31,3,제주도,301.497504
2014-01-31,4,제주도,297.670916
2014-01-31,5,제주도,303.737424
2014-01-31,6,제주도,317.83536
2014-01-31,7,제주도,341.33472
2014-01-31,8,제주도,344.501437
2014-01-31,9,제주도,299.826228
2014-01-31,10,제주도,224.487766
2014-01-31,11,제주도,209.238892
2014-01-31,12,제주도,215.914123
2014-01-31,13,제주도,213.638415
2014-01-31,14,제주도,217.76579
2014-01-31,15,제주도,220.378794
2014-01-31,16,제주도,221.470093
2014-01-31,17,제주도,233.43882
2014-01-31,18,제주도,258.7245
2014-01-31,19,제주도,284.813104
2014-01-31,20,제주도,301.248424
2014-01-31,21,제주도,304.242472
2014-01-31,22,제주도,304.379804
2014-01-31,23,제주도,315.968596
2014-01-31,24,제주도,330.88036
2014-02-01,1,제주도,310.948228
2014-02-01,2,제주도,281.668776
2014-02-01,3,제주도,266.360008
2014-02-01,4,제주도,269.216056
2014-02-01,5,제주도,275.813428
2014-02-01,6,제주도,283.767716
2014-02-01,7,제주도,296.12448
2014-02-01,8,제주도,291.246144
2014-02-01,9,제주도,264.400206
2014-02-01,10,제주도,235.891883
2014-02-01,11,제주도,242.497718
2014-02-01,12,제주도,239.082967
2014-02-01,13,제주도,238.013388
2014-02-01,14,제주도,237.803047
2014-02-01,15,제주도,241.584819
2014-02-01,16,제주도,261.367439
2014-02-01,17,제주도,273.093605
2014-02-01,18,제주도,279.539586
2014-02-01,19,제주도,302.49448
2014-02-01,20,제주도,309.829932
2014-02-01,21,제주도,303.845424
2014-02-01,22,제주도,303.060532
2014-02-01,23,제주도,316.080132
2014-02-01,24,제주도,327.664412
2014-02-02,1,제주도,290.509968
2014-02-02,2,제주도,266.221624
2014-02-02,3,제주도,252.433408
2014-02-02,4,제주도,252.842048
2014-02-02,5,제주도,261.842876
2014-02-02,6,제주도,269.085928
2014-02-02,7,제주도,283.2363
