날짜,일별_총전력(MWh)
2021-11-24,10985.0
2021-11-25,11344.0
2021-11-26,11258.0
2021-11-27,10616.0
2021-11-28,9563.0
2021-11-29,10298.0
2021-11-30,11525.0
2021-12-01,12512.0
2021-12-02,11129.0
2021-12-03,12257.0
2021-12-04,11100.0
2021-12-05,10408.0
2021-12-06,10688.0
2021-12-07,12728.0
2021-12-08,11475.0
2021-12-09,11498.0
2021-12-10,10870.0
2021-12-11,11785.0
2021-12-12,12462.0
2021-12-13,13706.0
2021-12-14,11884.0
2021-12-15,12598.0
2021-12-16,12590.0
2021-12-17,13936.0
2021-12-18,12670.0
2021-12-19,12227.0
2021-12-20,12150.0
2021-12-21,12253.0
2021-12-22,12187.0
2021-12-23,12255.0
2021-12-24,13537.0
2021-12-25,14137.0
2021-12-26,14086.0
2021-12-27,14399.0
2021-12-28,13181.0
2021-12-29,13494.0
2021-12-30,14239.0
2021-12-31,14415.0
2022-01-01,12195.0
2022-01-02,12405.0
2022-01-03,14031.0
2022-01-04,14484.0
2022-01-05,15194.0
2022-01-06,14689.0
2022-01-07,13488.0
2022-01-08,14667.0
2022-01-09,12906.0
2022-01-10,14034.0
2022-01-11,15814.0
2022-01-12,15234.0
2022-01-13,15625.0
2022-01-14,14767.0
2022-01-15,12461.0
2022-01-16,13262.0
2022-01-17,14570.0
2022-01-18,14850.0
2022-01-19,13949.0
2022-01-20,14629.0
2022-01-21,13761.0
2022-01-22,12179.0
2022-01-23,12191.0
2022-01-24,13055.0
2022-01-25,12856.0
2022-01-26,13991.0
2022-01-27,14467.0
2022-01-28,13841.0
2022-01-29,13783.0
2022-01-30,13759.0
2022-01-31,12547.0
2022-02-01,12551.0
2022-02-02,12790.0
2022-02-03,13695.0
2022-02-04,14288.0
2022-02-05,14256.0
2022-02-06,14311.0
2022-02-07,14668.0
2022-02-08,13665.0
2022-02-09,13361.0
2022-02-10,14696.0
2022-02-11,13870.0
2022-02-12,12708.0
2022-02-13,12237.0
2022-02-14,12734.0
2022-02-15,14690.0
2022-02-16,14938.0
2022-02-17,15719.0
2022-02-18,13488.0
2022-02-19,14947.0
2022-02-20,15086.0
2022-02-21,14305.0
2022-02-22,13788.0
2022-02-23,15328.0
2022-02-24,15964.0
2022-02-25,14390.0
2022-02-26,12841.0
2022-02-27,12775.0
2022-02-28,12468.0
2022-03-01,13134.0
2022-03-02,13916.0
2022-03-03,12479.0
2022-03-04,12489.0
2022-03-05,12829.0
2022-03-06,13012.0
2022-03-07,12822.0
2022-03-08,12546.0
2022-03-09,11948.0
2022-03-10,11438.0
2022-03-11,11802.0
2022-03-12,11142.0
2022-03-13,10144.0
2022-03-14,11620.0
2022-03-15,11321.0
2022-03-16,10408.0
2022-03-17,11415.0
2022-03-18,11748.0
2022-03-19,11970.0
2022-03-20,11593.0
2022-03-21,12280.0
2022-03-22,12301.0
2022-03-23,11903.0
2022-03-24,11900.0
2022-03-25,12913.0
2022-03-26,12618.0
2022-03-27,11406.0
2022-03-28,12987.0
2022-03-29,12049.0
2022-03-30,11184.0
2022-03-31,12031.0
2022-04-01,11243.0
2022-04-02,11021.0
2022-04-03,11262.0
2022-04-04,11384.0
2022-04-05,12125.0
2022-04-06,11928.0
2022-04-07,11994.0
2022-04-08,11723.0
2022-04-09,10593.0
2022-04-10,10009.0
2022-04-11,9660.0
2022-04-12,9648.0
2022-04-13,10419.0
2022-04-14,11506.0
2022-04-15,10835.0
2022-04-16,9945.0
2022-04-17,10231.0
2022-04-18,9542.0
2022-04-19,10385.0
2022-04-20,10025.0
2022-04-21,10416.0
2022-04-22,10590.0
2022-04-23,9241.0
2022-04-24,9234.0
2022-04-25,10164.0
2022-04-26,10261.0
2022-04-27,10016.0
2022-04-28,9528.0
2022-04-29,10705.0
2022-04-30,9330.0
2022-05-01,9390.0
2022-05-02,10059.0
2022-05-03,9871.0
2022-05-04,9613.0
2022-05-05,9121.0
2022-05-06,9369.0
2022-05-07,9354.0
2022-05-08,8852.0
2022-05-09,9361.0
2022-05-10,9744.0
2022-05-11,11456.0
2022-05-12,10087.0
2022-05-13,9952.0
2022-05-14,9998.0
2022-05-15,9349.0
2022-05-16,9465.0
2022-05-17,9241.0
2022-05-18,9524.0
2022-05-19,9493.0
2022-05-20,9475.0
2022-05-21,9028.0
2022-05-22,8960.0
2022-05-23,9450.0
2022-05-24,9785.0
2022-05-25,9629.0
2022-05-26,10571.0
2022-05-27,10090.0
2022-05-28,8939.0
2022-05-29,9677.0
2022-05-30,10002.0
2022-05-31,9264.0
2022-06-01,8944.0
2022-06-02,9177.0
2022-06-03,9544.0
2022-06-04,9580.0
2022-06-05,9844.0
2022-06-06,9330.0
2022-06-07,10239.0
2022-06-08,9402.0
2022-06-09,9226.0
2022-06-10,9436.0
2022-06-11,8958.0
2022-06-12,8856.0
2022-06-13,9617.0
2022-06-14,9785.0
2022-06-15,9804.0
2022-06-16,9463.0
2022-06-17,9997.0
2022-06-18,10142.0
2022-06-19,9854.0
2022-06-20,10225.0
2022-06-21,10728.0
2022-06-22,10735.0
2022-06-23,12049.0
2022-06-24,11330.0
2022-06-25,11379.0
2022-06-26,11481.0
2022-06-27,13265.0
2022-06-28,13097.0
2022-06-29,13911.0
2022-06-30,13454.0
2022-07-01,13194.0
2022-07-02,12261.0
2022-07-03,11707.0
2022-07-04,12401.0
2022-07-05,12948.0
2022-07-06,13861.0
2022-07-07,14417.0
2022-07-08,13417.0
2022-07-09,12581.0
2022-07-10,12172.0
2022-07-11,12564.0
2022-07-12,12959.0
2022-07-13,13567.0
2022-07-14,13615.0
2022-07-15,12699.0
2022-07-16,11864.0
2022-07-17,11725.0
2022-07-18,13584.0
2022-07-19,12851.0
2022-07-20,12416.0
2022-07-21,13255.0
2022-07-22,12157.0
2022-07-23,12374.0
2022-07-24,11807.0
2022-07-25,12495.0
2022-07-26,12514.0
2022-07-27,12923.0
2022-07-28,13417.0
2022-07-29,13811.0
2022-07-30,13605.0
2022-07-31,13455.0
2022-08-01,13760.0
2022-08-02,13919.0
2022-08-03,13778.0
2022-08-04,14287.0
2022-08-05,14807.0
2022-08-06,13733.0
2022-08-07,13963.0
2022-08-08,14963.0
2022-08-09,14677.0
2022-08-10,14771.0
2022-08-11,14770.0
2022-08-12,14478.0
2022-08-13,13881.0
2022-08-14,14185.0
2022-08-15,15098.0
2022-08-16,14867.0
2022-08-17,13548.0
2022-08-18,13480.0
2022-08-19,14592.0
2022-08-20,13297.0
2022-08-21,12707.0
2022-08-22,13191.0
2022-08-23,14878.0
2022-08-24,13713.0
2022-08-25,12212.0
2022-08-26,12224.0
2022-08-27,11504.0
2022-08-28,10407.0
2022-08-29,11195.0
2022-08-30,12251.0
2022-08-31,12440.0
2022-09-01,11783.0
2022-09-02,11671.0
2022-09-03,11676.0
2022-09-04,10573.0
2022-09-05,12351.0
2022-09-06,10678.0
2022-09-07,10325.0
2022-09-08,9995.0
2022-09-09,9549.0
2022-09-10,9191.0
2022-09-11,9169.0
2022-09-12,10219.0
2022-09-13,11581.0
2022-09-14,12122.0
2022-09-15,12198.0
2022-09-16,11626.0
2022-09-17,11956.0
2022-09-18,11925.0
2022-09-19,12532.0
2022-09-20,11079.0
2022-09-21,10655.0
2022-09-22,10701.0
2022-09-23,11890.0
2022-09-24,10898.0
2022-09-25,10359.0
2022-09-26,10994.0
2022-09-27,11644.0
2022-09-28,12087.0
2022-09-29,11445.0
2022-09-30,10859.0
2022-10-01,9379.0
2022-10-02,9985.0
2022-10-03,11426.0
2022-10-04,11886.0
2022-10-05,10733.0
2022-10-06,10359.0
2022-10-07,10518.0
2022-10-08,9968.0
2022-10-09,9715.0
2022-10-10,10306.0
2022-10-11,10657.0
2022-10-12,10016.0
2022-10-13,10374.0
2022-10-14,10204.0
2022-10-15,11079.0
2022-10-16,12178.0
2022-10-17,12618.0
2022-10-18,12359.0
2022-10-19,12402.0
2022-10-20,11102.0
2022-10-21,9402.0
2022-10-22,10037.0
2022-10-23,10359.0
2022-10-24,10617.0
2022-10-25,10245.0
2022-10-26,10117.0
2022-10-27,9954.0
2022-10-28,9952.0
2022-10-29,9836.0
2022-10-30,9699.0
2022-10-31,10162.0
2022-11-01,10383.0
2022-11-02,9492.0
2022-11-03,10136.0
2022-11-04,11451.0
2022-11-05,10251.0
2022-11-06,8985.0
2022-11-07,9258.0
2022-11-08,9317.0
2022-11-09,9252.0
2022-11-10,9366.0
2022-11-11,9667.0
2022-11-12,10078.0
2022-11-13,10497.0
2022-11-14,10910.0
2022-11-15,10488.0
2022-11-16,10633.0
2022-11-17,9812.0
2022-11-18,10277.0
2022-11-19,10039.0
2022-11-20,10002.0
2022-11-21,9881.0
2022-11-22,9791.0
2022-11-23,10864.0
2022-11-24,10809.0
2022-11-25,9800.0
2022-11-26,9637.0
2022-11-27,9792.0
2022-11-28,10838.0
2022-11-29,12466.0
2022-11-30,13678.0
2022-12-01,11955.0
2022-12-02,11387.0
2022-12-03,11368.0
2022-12-04,11992.0
2022-12-05,13831.0
2022-12-06,13354.0
2022-12-07,12351.0
2022-12-08,12508.0
2022-12-09,12150.0
2022-12-10,11114.0
2022-12-11,11995.0
2022-12-12,12747.0
2022-12-13,13933.0
2022-12-14,14084.0
2022-12-15,12816.0
2022-12-16,14356.0
2022-12-17,14263.0
2022-12-18,14136.0
2022-12-19,13599.0
2022-12-20,12238.0
2022-12-21,12821.0
2022-12-22,14982.0
2022-12-23,15468.0
2022-12-24,14535.0
2022-12-25,14189.0
2022-12-26,14598.0
2022-12-27,14622.0
2022-12-28,14709.0
2022-12-29,13939.0
2022-12-30,13880.0
2022-12-31,13142.0
2023-01-01,12644.0
2023-01-02,14538.0
2023-01-03,14672.0
2023-01-04,13564.0
2023-01-05,13272.0
2023-01-06,12991.0
2023-01-07,13369.0
2023-01-08,11754.0
2023-01-09,13364.0
2023-01-10,12878.0
2023-01-11,12457.0
2023-01-12,12528.0
2023-01-13,11840.0
2023-01-14,12334.0
2023-01-15,14517.0
2023-01-16,15075.0
2023-01-17,15004.0
2023-01-18,13835.0
2023-01-19,13647.0
2023-01-20,14356.0
2023-01-21,13523.0
2023-01-22,11760.0
2023-01-23,12153.0
2023-01-24,14549.0
2023-01-25,14810.0
2023-01-26,13010.0
2023-01-27,15796.0
2023-01-28,13901.0
2023-01-29,12823.0
2023-01-30,13676.0
2023-01-31,13055.0
2023-02-01,13378.0
2023-02-02,13693.0
2023-02-03,13755.0
2023-02-04,14131.0
2023-02-05,12070.0
2023-02-06,12913.0
2023-02-07,12455.0
2023-02-08,13089.0
2023-02-09,12445.0
2023-02-10,13203.0
2023-02-11,12221.0
2023-02-12,12909.0
2023-02-13,12943.0
2023-02-14,13567.0
2023-02-15,13012.0
2023-02-16,13255.0
2023-02-17,12422.0
2023-02-18,10912.0
2023-02-19,12703.0
2023-02-20,13447.0
2023-02-21,13706.0
2023-02-22,13183.0
2023-02-23,12160.0
2023-02-24,13258.0
2023-02-25,13804.0
2023-02-26,12504.0
2023-02-27,12293.0
2023-02-28,11565.0
2023-03-01,12364.0
2023-03-02,14118.0
2023-03-03,12448.0
2023-03-04,11431.0
2023-03-05,10519.0
2023-03-06,11391.0
2023-03-07,12605.0
2023-03-08,12887.0
2023-03-09,12470.0
2023-03-10,12083.0
2023-03-11,11938.0
2023-03-12,12444.0
2023-03-13,13950.0
2023-03-14,12088.0
2023-03-15,11181.0
2023-03-16,13094.0
2023-03-17,11985.0
2023-03-18,12683.0
2023-03-19,12526.0
2023-03-20,10319.0
2023-03-21,11024.0
2023-03-22,11998.0
2023-03-23,11780.0
2023-03-24,11635.0
2023-03-25,11231.0
2023-03-26,12645.0
2023-03-27,13729.0
2023-03-28,12073.0
2023-03-29,11612.0
2023-03-30,11321.0
2023-03-31,11464.0
2023-04-01,11266.0
2023-04-02,12099.0
2023-04-03,12326.0
2023-04-04,12099.0
2023-04-05,11872.0
2023-04-06,11813.0
2023-04-07,13357.0
2023-04-08,12995.0
2023-04-09,11926.0
2023-04-10,12698.0
2023-04-11,12634.0
2023-04-12,12945.0
2023-04-13,12371.0
2023-04-14,11721.0
2023-04-15,12348.0
2023-04-16,11814.0
2023-04-17,11968.0
2023-04-18,12256.0
2023-04-19,10886.0
2023-04-20,11470.0
2023-04-21,12217.0
2023-04-22,12162.0
2023-04-23,11550.0
2023-04-24,11251.0
2023-04-25,11320.0
2023-04-26,12145.0
2023-04-27,11269.0
2023-04-28,11732.0
2023-04-29,12192.0
2023-04-30,11653.0
2023-05-01,11783.0
2023-05-02,12279.0
2023-05-03,12569.0
2023-05-04,13588.0
2023-05-05,13092.0
2023-05-06,10899.0
2023-05-07,12368.0
2023-05-08,11897.0
2023-05-09,12105.0
2023-05-10,11087.0
2023-05-11,10239.0
2023-05-12,11007.0
2023-05-13,10231.0
2023-05-14,10602.0
2023-05-15,10855.0
2023-05-16,11591.0
2023-05-17,12070.0
2023-05-18,11797.0
2023-05-19,11086.0
2023-05-20,10410.0
2023-05-21,10347.0
2023-05-22,10926.0
2023-05-23,11117.0
2023-05-24,10479.0
2023-05-25,10972.0
2023-05-26,10617.0
2023-05-27,11419.0
2023-05-28,11105.0
2023-05-29,10557.0
2023-05-30,9930.0
2023-05-31,10747.0
2023-06-01,10349.0
2023-06-02,12402.0
2023-06-03,11215.0
2023-06-04,10256.0
2023-06-05,10775.0
2023-06-06,10449.0
2023-06-07,10586.0
2023-06-08,9821.0
2023-06-09,10642.0
2023-06-10,10957.0
2023-06-11,10471.0
2023-06-12,10081.0
2023-06-13,10886.0
2023-06-14,10835.0
2023-06-15,12172.0
2023-06-16,11803.0
2023-06-17,10859.0
2023-06-18,10085.0
2023-06-19,11238.0
2023-06-20,10634.0
2023-06-21,10805.0
2023-06-22,11317.0
2023-06-23,11267.0
2023-06-24,11054.0
2023-06-25,10294.0
2023-06-26,12521.0
2023-06-27,12499.0
2023-06-28,12616.0
2023-06-29,13164.0
2023-06-30,11833.0
2023-07-01,10899.0
2023-07-02,10946.0
2023-07-03,11633.0
2023-07-04,12247.0
2023-07-05,12650.0
2023-07-06,12848.0
2023-07-07,13481.0
2023-07-08,11845.0
2023-07-09,12338.0
2023-07-10,13533.0
2023-07-11,13767.0
2023-07-12,15725.0
2023-07-13,14790.0
2023-07-14,14444.0
2023-07-15,13712.0
2023-07-16,13168.0
2023-07-17,13879.0
2023-07-18,13055.0
2023-07-19,12597.0
2023-07-20,12276.0
2023-07-21,12489.0
2023-07-22,12842.0
2023-07-23,12597.0
2023-07-24,12543.0
2023-07-25,12494.0
2023-07-26,12642.0
2023-07-27,14116.0
2023-07-28,13369.0
2023-07-29,13173.0
2023-07-30,12832.0
2023-07-31,12875.0
2023-08-01,13876.0
2023-08-02,13714.0
2023-08-03,14473.0
2023-08-04,14125.0
2023-08-05,13915.0
2023-08-06,13933.0
2023-08-07,14363.0
2023-08-08,14497.0
2023-08-09,14704.0
2023-08-10,14249.0
2023-08-11,12978.0
2023-08-12,12356.0
2023-08-13,12523.0
2023-08-14,12766.0
2023-08-15,12392.0
2023-08-16,13047.0
2023-08-17,14121.0
2023-08-18,13139.0
2023-08-19,12485.0
2023-08-20,12527.0
2023-08-21,14171.0
2023-08-22,13995.0
2023-08-23,13359.0
2023-08-24,12915.0
2023-08-25,13442.0
2023-08-26,11720.0
2023-08-27,11899.0
2023-08-28,14092.0
2023-08-29,13060.0
2023-08-30,12239.0
2023-08-31,12706.0
2023-09-01,12207.0
2023-09-02,12010.0
2023-09-03,11678.0
2023-09-04,12739.0
2023-09-05,12588.0
2023-09-06,12380.0
2023-09-07,11803.0
2023-09-08,11742.0
2023-09-09,11075.0
2023-09-10,10363.0
2023-09-11,11269.0
2023-09-12,11223.0
2023-09-13,11671.0
2023-09-14,11016.0
2023-09-15,12014.0
2023-09-16,11719.0
2023-09-17,10790.0
2023-09-18,11703.0
2023-09-19,11999.0
2023-09-20,12483.0
2023-09-21,12032.0
2023-09-22,10648.0
2023-09-23,10675.0
2023-09-24,11533.0
2023-09-25,11775.0
2023-09-26,10999.0
2023-09-27,11801.0
2023-09-28,10392.0
2023-09-29,9576.0
2023-09-30,9152.0
2023-10-01,10795.0
2023-10-02,10103.0
2023-10-03,7982.0
2023-10-04,10729.0
2023-10-05,11866.0
2023-10-06,11196.0
2023-10-07,10305.0
2023-10-08,10807.0
2023-10-09,11623.0
2023-10-10,12622.0
2023-10-11,12904.0
2023-10-12,12693.0
2023-10-13,12874.0
2023-10-14,12132.0
2023-10-15,11766.0
2023-10-16,12610.0
2023-10-17,11603.0
2023-10-18,9923.0
2023-10-19,9610.0
2023-10-20,12028.0
2023-10-21,11182.0
2023-10-22,9643.0
2023-10-23,10062.0
2023-10-24,10103.0
2023-10-25,10334.0
2023-10-26,10110.0
2023-10-27,10719.0
2023-10-28,9664.0
2023-10-29,9107.0
2023-10-30,9792.0
2023-10-31,9334.0
2023-11-01,9691.0
2023-11-02,10342.0
2023-11-03,9877.0
2023-11-04,9026.0
2023-11-05,10302.0
2023-11-06,10844.0
2023-11-07,10999.0
2023-11-08,9685.0
2023-11-09,9969.0
2023-11-10,10749.0
2023-11-11,11308.0
2023-11-12,10340.0
2023-11-13,11206.0
2023-11-14,10310.0
2023-11-15,10328.0
2023-11-16,11204.0
2023-11-17,11497.0
2023-11-18,11721.0
2023-11-19,10622.0
2023-11-20,10687.0
2023-11-21,9768.0
2023-11-22,10032.0
2023-11-23,11014.0
2023-11-24,12031.0
2023-11-25,11427.0
2023-11-26,9294.0
2023-11-27,11224.0
2023-11-28,10720.0
2023-11-29,10000.0
2023-11-30,12533.0
2023-12-01,11985.0
2023-12-02,9272.0
2023-12-03,10126.0
2023-12-04,9965.0
2023-12-05,10232.0
2023-12-06,10207.0
2023-12-07,11054.0
2023-12-08,11865.0
2023-12-09,9780.0
2023-12-10,8955.0
2023-12-11,10873.0
2023-12-12,11364.0
2023-12-13,9571.0
2023-12-14,9185.0
2023-12-15,10847.0
2023-12-16,12072.0
2023-12-17,11777.0
2023-12-18,12117.0
2023-12-19,12930.0
2023-12-20,13893.0
2023-12-21,14155.0
2023-12-22,13726.0
2023-12-23,12232.0
2023-12-24,11539.0
2023-12-25,12313.0
2023-12-26,11986.0
2023-12-27,12699.0
2023-12-28,12549.0
2023-12-29,12428.0
2023-12-30,10161.0
2023-12-31,12263.0
2024-01-01,9772.5
2024-01-02,11260.81
2024-01-03,12494.01
2024-01-04,11609.42
2024-01-05,10910.33
2024-01-06,11597.94
2024-01-07,12525.71
2024-01-08,12607.78
2024-01-09,12250.4
2024-01-10,14252.59
2024-01-11,12933.22
2024-01-12,12229.29
2024-01-13,13004.88
2024-01-14,12845.62
2024-01-15,14053.38
2024-01-16,12734.93
2024-01-17,11279.72
2024-01-18,11482.24
2024-01-19,11803.88
2024-01-20,11362.48
2024-01-21,11500.35
2024-01-22,14511.15
2024-01-23,15224.29
2024-01-24,14512.42
2024-01-25,14397.0
2024-01-26,13519.64
2024-01-27,12201.22
2024-01-28,11836.74
2024-01-29,12469.89
2024-01-30,12114.97
2024-01-31,10553.13
2024-02-01,11532.85
2024-02-02,11668.78
2024-02-03,10887.62
2024-02-04,10452.92
2024-02-05,11587.94
2024-02-06,11703.24
2024-02-07,12902.96
2024-02-08,12232.54
2024-02-09,11709.64
2024-02-10,10345.25
2024-02-11,11841.85
2024-02-12,11848.4
2024-02-13,11901.25
2024-02-14,10014.53
2024-02-15,11470.51
2024-02-16,12425.3
2024-02-17,12589.52
2024-02-18,10109.57
2024-02-19,10218.69
2024-02-20,10451.72
2024-02-21,10433.3
2024-02-22,11916.26
2024-02-23,11898.64
2024-02-24,11486.99
2024-02-25,10994.45
2024-02-26,12692.11
2024-02-27,11512.05
2024-02-28,10815.14
2024-02-29,12431.06
2024-03-01,13035.11
2024-03-02,11889.73
2024-03-03,10686.56
2024-03-04,11285.75
2024-03-05,11825.76
2024-03-06,11542.69
2024-03-07,13060.98
2024-03-08,14645.0
2024-03-09,13571.01
2024-03-10,12454.59
2024-03-11,11745.24
2024-03-12,11924.35
2024-03-13,13407.98
2024-03-14,12662.28
2024-03-15,12393.51
2024-03-16,11433.51
2024-03-17,12299.15
2024-03-18,12740.11
2024-03-19,12643.71
2024-03-20,14240.09
2024-03-21,13173.98
2024-03-22,13250.4
2024-03-23,9238.72
2024-03-24,9912.04
2024-03-25,10921.93
2024-03-26,12841.36
2024-03-27,11348.15
2024-03-28,12301.6
2024-03-29,11368.45
2024-03-30,11014.62
2024-03-31,10967.58
2024-04-01,12188.57
2024-04-02,12618.35
2024-04-03,12151.23
2024-04-04,12306.95
2024-04-05,12262.94
2024-04-06,11659.64
2024-04-07,11346.57
2024-04-08,12075.49
2024-04-09,10435.73
2024-04-10,10430.52
2024-04-11,10153.95
2024-04-12,10792.61
2024-04-13,10803.17
2024-04-14,11604.18
2024-04-15,10713.89
2024-04-16,10760.1
2024-04-17,9988.16
2024-04-18,11306.0
2024-04-19,10546.93
2024-04-20,9777.43
2024-04-21,9267.61
2024-04-22,9374.74
2024-04-23,10309.74
2024-04-24,10936.7
2024-04-25,11079.22
2024-04-26,9220.65
2024-04-27,10205.54
2024-04-28,9681.33
2024-04-29,9325.23
2024-04-30,10580.01
2024-05-01,10114.42
2024-05-02,10829.81
2024-05-03,10966.31
2024-05-04,10406.46
2024-05-05,11580.71
2024-05-06,10085.85
2024-05-07,11504.62
2024-05-08,10681.61
2024-05-09,10690.49
2024-05-10,11153.24
2024-05-11,11865.27
2024-05-12,11139.09
2024-05-13,11047.0
2024-05-14,10356.83
2024-05-15,11357.93
2024-05-16,11998.32
2024-05-17,10823.43
2024-05-18,10202.04
2024-05-19,10129.8
2024-05-20,9781.01
2024-05-21,9989.41
2024-05-22,9279.34
2024-05-23,10113.79
2024-05-24,10717.54
2024-05-25,9898.76
2024-05-26,9698.23
2024-05-27,10704.29
2024-05-28,11458.37
2024-05-29,10078.3
2024-05-30,9560.5
2024-05-31,9731.13
2024-06-01,10572.05
2024-06-02,10110.86
2024-06-03,10156.25
2024-06-04,9885.98
2024-06-05,9650.24
2024-06-06,8148.23
2024-06-07,9236.38
2024-06-08,9085.95
2024-06-09,9116.65
2024-06-10,9712.13
2024-06-11,9566.01
2024-06-12,10071.1
2024-06-13,10271.49
2024-06-14,10623.85
2024-06-15,10187.24
2024-06-16,10461.26
2024-06-17,9792.31
2024-06-18,11672.94
2024-06-19,10879.26
2024-06-20,10171.86
2024-06-21,10812.16
2024-06-22,10570.36
2024-06-23,10104.7
2024-06-24,11129.94
2024-06-25,10620.28
2024-06-26,10122.26
2024-06-27,10504.75
2024-06-28,10936.27
2024-06-29,11399.71
2024-06-30,11061.25
2024-07-01,11017.7
2024-07-02,13229.93
2024-07-03,13389.57
2024-07-04,13338.74
2024-07-05,12685.79
2024-07-06,13683.61
2024-07-07,13426.88
2024-07-08,14147.3
2024-07-09,14175.75
2024-07-10,13171.79
2024-07-11,12153.51
2024-07-12,11514.72
2024-07-13,11026.59
2024-07-14,10755.02
2024-07-15,12072.84
2024-07-16,13089.73
2024-07-17,14128.53
2024-07-18,13624.14
2024-07-19,13320.82
2024-07-20,13760.1
2024-07-21,13052.49
2024-07-22,14993.87
2024-07-23,15813.16
2024-07-24,15163.25
2024-07-25,15616.6
2024-07-26,15599.79
2024-07-27,14764.77
2024-07-28,13848.62
2024-07-29,14637.89
2024-07-30,14802.52
2024-07-31,15349.68
2024-08-01,14680.56
2024-08-02,15098.81
2024-08-03,14939.57
2024-08-04,14834.18
2024-08-05,15393.05
2024-08-06,15537.22
2024-08-07,15819.66
2024-08-08,15851.28
2024-08-09,15245.91
2024-08-10,14916.91
2024-08-11,13795.4
2024-08-12,15620.14
2024-08-13,14745.32
2024-08-14,14085.47
2024-08-15,13644.91
2024-08-16,14223.35
2024-08-17,13309.59
2024-08-18,12851.71
2024-08-19,14301.34
2024-08-20,16869.29
2024-08-21,15470.32
2024-08-22,15470.24
2024-08-23,14472.33
2024-08-24,13643.17
2024-08-25,12919.91
2024-08-26,13944.35
2024-08-27,15229.72
2024-08-28,15432.0
2024-08-29,14562.49
2024-08-30,14577.02
2024-08-31,12844.42
2024-09-01,11451.67
2024-09-02,13439.52
2024-09-03,13409.43
2024-09-04,13941.01
2024-09-05,13745.04
2024-09-06,13275.49
2024-09-07,13350.38
2024-09-08,11820.41
2024-09-09,13661.17
2024-09-10,14697.89
2024-09-11,13867.09
2024-09-12,13996.69
2024-09-13,14183.75
2024-09-14,13311.04
2024-09-15,13568.38
2024-09-16,12333.03
2024-09-17,11689.18
2024-09-18,11917.94
2024-09-19,14149.89
2024-09-20,14921.53
2024-09-21,13613.73
2024-09-22,11367.35
2024-09-23,12387.35
2024-09-24,10906.31
2024-09-25,10045.28
2024-09-26,10972.99
2024-09-27,11473.99
2024-09-28,11067.94
2024-09-29,10968.3
2024-09-30,10648.81
2024-10-01,9891.85
2024-10-02,10698.38
2024-10-03,9902.47
2024-10-04,10487.8
2024-10-05,10331.23
2024-10-06,9526.77
2024-10-07,9826.41
2024-10-08,10417.1
2024-10-09,8802.89
2024-10-10,9588.74
2024-10-11,9414.07
2024-10-12,8949.12
2024-10-13,9575.84
2024-10-14,9152.4
2024-10-15,10526.62
2024-10-16,12319.25
2024-10-17,12304.4
2024-10-18,13106.01
2024-10-19,11960.53
2024-10-20,11059.36
2024-10-21,12518.41
2024-10-22,13986.04
2024-10-23,12957.09
2024-10-24,12613.55
2024-10-25,13014.44
2024-10-26,13086.53
2024-10-27,12754.06
2024-10-28,12953.52
2024-10-29,11807.15
2024-10-30,10270.82
2024-10-31,9175.61
2024-11-01,11365.25
2024-11-02,9599.53
2024-11-03,9261.11
2024-11-04,9707.27
2024-11-05,12443.65
2024-11-06,12183.09
2024-11-07,10474.16
2024-11-08,9675.06
2024-11-09,9237.98
2024-11-10,8370.55
2024-11-11,9964.52
2024-11-12,10178.79
2024-11-13,9212.23
2024-11-14,8979.0
2024-11-15,9274.0
2024-11-16,8726.64
2024-11-17,12173.53
2024-11-18,12040.3
2024-11-19,9521.77
2024-11-20,9168.6
2024-11-21,10575.5
2024-11-22,11732.68
2024-11-23,10949.64
2024-11-24,8947.77
2024-11-25,10400.19
2024-11-26,13158.05
2024-11-27,13023.07
2024-11-28,12860.51
2024-11-29,13497.94
2024-11-30,10814.07
2024-12-01,9348.1
2024-12-02,10670.43
2024-12-03,12737.21
2024-12-04,11439.89
2024-12-05,11004.91
2024-12-06,10788.81
2024-12-07,10861.65
2024-12-08,12905.77
2024-12-09,11434.61
2024-12-10,11184.39
2024-12-11,12917.96
2024-12-12,12097.23
2024-12-13,12194.64
2024-12-14,12090.91
2024-12-15,11515.73
2024-12-16,11720.17
2024-12-17,11210.41
2024-12-18,14383.71
2024-12-19,12473.52
2024-12-20,11116.75
2024-12-21,13367.88
2024-12-22,14124.88
2024-12-23,12054.34
2024-12-24,11826.47
2024-12-25,10008.57
2024-12-26,13823.38
2024-12-27,13584.64
2024-12-28,12573.54
2024-12-29,10666.19
2024-12-30,11150.77
2024-12-31,14132.63
