date,base_population,air_arrival,air_departure,ferry_arrival,ferry_departure,total_arrival,total_departure,net_flow,tourist_stock,estimated_population,data_source
2013-01-01,583284,15989,0,1021,0,17010,0,17010,17010,600294,HTML
2013-01-02,583284,20794,1599,1327,102,22121,1701,20420,37430,620714,HTML
2013-01-03,583284,20967,6077,1338,388,22305,6465,15840,53270,636554,HTML
2013-01-04,583284,19368,12891,1236,823,20604,13714,6890,60160,643444,HTML
2013-01-05,583284,19069,17654,1217,1127,20286,18781,1505,61665,644949,HTML
2013-01-06,583284,16742,19845,1069,1267,17811,21112,-3301,58364,641648,HTML
2013-01-07,583284,20323,19493,1297,1244,21620,20737,883,59247,642531,HTML
2013-01-08,583284,16684,18862,1065,1204,17749,20066,-2317,56930,640214,HTML
2013-01-09,583284,16512,18359,1054,1172,17566,19531,-1965,54965,638249,HTML
2013-01-10,583284,20092,18191,1282,1161,21374,19352,2022,56987,640271,HTML
2013-01-11,583284,20887,17715,1333,1131,22220,18846,3374,60361,643645,HTML
2013-01-12,583284,24162,18260,1542,1166,25704,19425,6279,66639,649923,HTML
2013-01-13,583284,17326,19640,1106,1254,18432,20894,-2462,64177,647461,HTML
2013-01-14,583284,20035,20753,1279,1325,21314,22078,-764,63413,646697,HTML
2013-01-15,583284,18424,20978,1176,1339,19600,22317,-2717,60696,643980,HTML
2013-01-16,583284,17348,19836,1107,1266,18455,21102,-2647,58049,641333,HTML
2013-01-17,583284,21697,19234,1385,1228,23082,20462,2620,60668,643952,HTML
2013-01-18,583284,23979,18695,1531,1193,25510,19888,5622,66290,649574,HTML
2013-01-19,583284,25537,19582,1630,1250,27167,20832,6335,72625,655909,HTML
2013-01-20,583284,20920,21455,1335,1369,22255,22824,-569,72056,655340,HTML
2013-01-21,583284,20572,22944,1313,1464,21885,24408,-2523,69534,652818,HTML
2013-01-22,583284,17585,23191,1122,1480,18707,24671,-5964,63570,646854,HTML
2013-01-23,583284,17947,21729,1146,1387,19093,23116,-4023,59547,642831,HTML
2013-01-24,583284,21843,20129,1394,1285,23237,21414,1823,61371,644655,HTML
2013-01-25,583284,24072,19032,1537,1215,25609,20247,5362,66733,650017,HTML
2013-01-26,583284,26746,19724,1707,1259,28453,20983,7470,74203,657487,HTML
2013-01-27,583284,19658,21686,1255,1384,20913,23070,-2157,72046,655330,HTML
2013-01-28,583284,19876,23241,1269,1483,21145,24724,-3579,68467,651751,HTML
2013-01-29,583284,17171,23262,1096,1485,18267,24747,-6480,61987,645271,HTML
2013-01-30,583284,14757,21323,942,1361,15699,22684,-6985,55002,638286,HTML
2013-01-31,583284,17259,19331,1102,1234,18361,20565,-2204,52798,636082,HTML
2013-02-01,583284,17039,17366,1088,1108,18127,18475,-348,52450,635734,HTML
2013-02-02,583284,19239,16606,1228,1060,20467,17666,2801,55252,638536,HTML
2013-02-03,583284,12758,16893,814,1078,13572,17971,-4399,50853,634137,HTML
2013-02-04,583284,13011,16976,830,1084,13841,18060,-4219,46633,629917,HTML
2013-02-05,583284,11468,16358,732,1044,12200,17402,-5202,41431,624715,HTML
2013-02-07,583284,19142,14417,1222,920,20364,15337,5027,46458,629742,HTML
2013-02-08,583284,26567,13810,1696,882,28263,14692,13571,60030,643314,HTML
2013-02-09,583284,29007,15334,1851,979,30858,16313,14545,74575,657859,HTML
2013-02-10,583284,18676,19837,1192,1266,19868,21103,-1235,73340,656624,HTML
2013-02-11,583284,23169,23393,1479,1493,24648,24886,-238,73102,656386,HTML
2013-02-12,583284,22847,24366,1458,1555,24305,25921,-1616,71486,654770,HTML
2013-02-13,583284,24634,23071,1572,1473,26206,24544,1662,73147,656431,HTML
2013-02-14,583284,23985,22920,1531,1463,25516,24383,1133,74280,657564,HTML
2013-02-15,583284,25768,23054,1645,1472,27413,24526,2887,77167,660451,HTML
2013-02-16,583284,27196,24081,1736,1537,28932,25618,3314,80481,663765,HTML
2013-02-17,583284,22987,24768,1467,1581,24454,26349,-1895,78586,661870,HTML
2013-02-18,583284,23436,25377,1496,1620,24932,26997,-2065,76521,659805,HTML
2013-02-19,583284,21000,25161,1340,1606,22340,26767,-4427,72094,655378,HTML
2013-02-20,583284,22799,24021,1455,1533,24254,25554,-1300,70795,654079,HTML
2013-02-21,583284,25074,23050,1600,1471,26674,24521,2153,72948,656232,HTML
2013-02-22,583284,27427,22543,1751,1439,29178,23982,5196,78144,661428,HTML
2013-02-23,583284,29313,23534,1871,1502,31184,25036,6148,84292,667576,HTML
2013-02-24,583284,25302,25224,1615,1610,26917,26834,83,84375,667659,HTML
2013-02-25,583284,24526,26752,1565,1708,26091,28460,-2369,82006,665290,HTML
2013-02-26,583284,24162,27031,1542,1725,25704,28756,-3052,78954,662238,HTML
2013-02-27,583284,29052,26009,1854,1660,30906,27669,3237,82192,665476,HTML
2013-02-28,583284,29440,25521,1879,1629,31319,27150,4169,86361,669645,HTML
2013-03-01,583284,32505,26099,2075,1666,34580,27765,6815,93176,676460,HTML
2013-03-02,583284,16976,28064,1084,1791,18060,29855,-11795,81381,664665,HTML
2013-03-03,583284,16074,28354,1026,1810,17100,30164,-13064,68317,651601,HTML
2013-03-04,583284,16342,26021,1043,1661,17385,27682,-10297,58019,641303,HTML
2013-03-05,583284,13612,21039,869,1343,14481,22382,-7901,50118,633402,HTML
2013-03-06,583284,13828,17718,883,1131,14711,18849,-4138,45980,629264,HTML
2013-03-07,583284,18419,15418,1176,984,19595,16402,3193,49173,632457,HTML
2013-03-08,583284,21300,14939,1360,954,22660,15893,6767,55940,639224,HTML
2013-03-09,583284,19898,15931,1270,1017,21168,16948,4220,60160,643444,HTML
2013-03-10,583284,15719,17888,1003,1142,16722,19030,-2308,57851,641135,HTML
2013-03-11,583284,17742,19068,1132,1217,18874,20285,-1411,56440,639724,HTML
2013-03-12,583284,14804,18770,945,1198,15749,19968,-4219,52221,635505,HTML
2013-03-13,583284,15093,17527,963,1119,16056,18646,-2590,49631,632915,HTML
2013-03-14,583284,19690,16553,1257,1057,20947,17610,3337,52968,636252,HTML
2013-03-15,583284,25098,16044,1602,1024,26700,17068,9632,62600,645884,HTML
2013-03-16,583284,23680,17450,1512,1114,25192,18564,6628,69229,652513,HTML
2013-03-17,583284,18378,20033,1173,1279,19551,21312,-1761,67468,650752,HTML
2013-03-18,583284,22815,21989,1456,1404,24271,23393,878,68346,651630,HTML
2013-03-19,583284,20518,22153,1310,1414,21828,23567,-1739,66607,649891,HTML
2013-03-20,583284,22823,21434,1457,1368,24280,22802,1478,68085,651369,HTML
2013-03-21,583284,23801,21440,1519,1369,25320,22809,2511,70596,653880,HTML
2013-03-22,583284,27956,21668,1784,1383,29740,23051,6689,77285,660569,HTML
2013-03-23,583284,26171,23119,1671,1476,27842,24595,3247,80532,663816,HTML
2013-03-24,583284,23631,24553,1508,1567,25139,26120,-981,79551,662835,HTML
2013-03-25,583284,25925,25732,1655,1642,27580,27375,205,79756,663040,HTML
2013-03-26,583284,24056,25631,1536,1636,25592,27267,-1675,78080,661364,HTML
2013-03-27,583284,25406,25187,1622,1608,27028,26795,233,78313,661597,HTML
2013-03-28,583284,26586,24972,1697,1594,28283,26566,1717,80030,663314,HTML
2013-03-29,583284,30250,24978,1931,1594,32181,26572,5609,85639,668923,HTML
2013-03-30,583284,28990,25968,1850,1658,30840,27625,3215,88854,672138,HTML
2013-03-31,583284,24215,27253,1546,1740,25761,28993,-3232,85622,668906,HTML
2013-04-01,583284,32824,28114,2095,1795,34919,29909,5010,90632,673916,HTML
2013-04-02,583284,30687,28192,1959,1799,32646,29991,2655,93287,676571,HTML
2013-04-03,583284,27574,28573,1760,1824,29334,30397,-1063,92225,675509,HTML
2013-04-04,583284,28862,29660,1842,1893,30704,31553,-849,91376,674660,HTML
2013-04-05,583284,34971,29507,2232,1883,37203,31390,5813,97189,680473,HTML
2013-04-06,583284,26828,29783,1712,1901,28540,31684,-3144,94045,677329,HTML
2013-04-07,583284,25516,30111,1629,1922,27145,32033,-4888,89157,672441,HTML
2013-04-08,583284,35444,30028,2262,1917,37706,31945,5761,94918,678202,HTML
2013-04-09,583284,31482,29194,2009,1863,33491,31057,2434,97352,680636,HTML
2013-04-10,583284,28664,29803,1830,1902,30494,31705,-1211,96142,679426,HTML
2013-04-11,583284,35027,30928,2236,1974,37263,32902,4361,100503,683787,HTML
2013-04-12,583284,34606,31327,2209,2000,36815,33327,3488,103990,687274,HTML
2013-04-13,583284,33322,32091,2127,2048,35449,34139,1310,105300,688584,HTML
2013-04-14,583284,31886,33125,2035,2114,33921,35239,-1318,103983,687267,HTML
2013-04-15,583284,30683,33503,1958,2139,32641,35642,-3001,100982,684266,HTML
2013-04-16,583284,29813,33127,1903,2114,31716,35241,-3525,97457,680741,HTML
2013-04-17,583284,28120,31937,1795,2039,29915,33976,-4061,93397,676681,HTML
2013-04-18,583284,33606,30714,2145,1960,35751,32674,3077,96474,679758,HTML
2013-04-19,583284,35635,30150,2275,1924,37910,32075,5835,102309,685593,HTML
2013-04-20,583284,37363,30838,2385,1968,39748,32806,6942,109251,692535,HTML
2013-04-21,583284,29096,33013,1857,2107,30953,35120,-4167,105084,688368,HTML
2013-04-22,583284,32746,34255,2090,2187,34836,36442,-1606,103478,686762,HTML
2013-04-23,583284,31294,34114,1998,2177,33292,36291,-2999,100479,683763,HTML
2013-04-24,583284,28841,32535,1841,2077,30682,34612,-3930,96548,679832,HTML
2013-04-25,583284,32760,31724,2091,2025,34851,33749,1102,97650,680934,HTML
2013-04-26,583284,34697,30898,2215,1972,36912,32870,4042,101692,684976,HTML
2013-04-27,583284,34959,31288,2231,1997,37190,33285,3905,105597,688881,HTML
2013-04-28,583284,30091,32533,1921,2077,32012,34610,-2598,102999,686283,HTML
2013-04-29,583284,30466,33329,1945,2127,32411,35456,-3045,99954,683238,HTML
2013-04-30,583284,28946,33020,1848,2108,30794,35128,-4334,95619,678903,HTML
2013-05-01,583284,36306,31505,2317,2011,38623,33516,5107,100727,684011,HTML
2013-05-02,583284,27627,31044,1763,1982,29390,33026,-3636,97091,680375,HTML
2013-05-03,583284,31704,31073,2024,1983,33728,33056,672,97763,681047,HTML
2013-05-04,583284,28497,31620,1819,2018,30316,33638,-3322,94440,677724,HTML
2013-05-05,583284,23524,30601,1502,1953,25026,32554,-7528,86912,670196,HTML
2013-05-06,583284,31216,29729,1993,1898,33209,31627,1582,88495,671779,HTML
2013-05-07,583284,30122,28081,1923,1792,32045,29873,2172,90667,673951,HTML
2013-05-08,583284,26230,27920,1674,1782,27904,29702,-1798,88869,672153,HTML
2013-05-09,583284,28854,28634,1842,1828,30696,30462,234,89104,672388,HTML
2013-05-10,583284,31842,28582,2032,1824,33875,30406,3469,92573,675857,HTML
2013-05-11,583284,31295,28725,1998,1833,33293,30558,2735,95308,678592,HTML
2013-05-12,583284,29946,29447,1911,1880,31857,31327,530,95838,679122,HTML
2013-05-13,583284,33222,30357,2121,1938,35343,32295,3048,98886,682170,HTML
2013-05-14,583284,30954,31016,1976,1980,32930,32996,-66,98821,682105,HTML
2013-05-15,583284,23490,31326,1499,2000,24989,33325,-8336,90485,673769,HTML
2013-05-16,583284,40500,30834,2585,1968,43085,32802,10283,100768,684052,HTML
2013-05-17,583284,40981,30396,2616,1940,43597,32336,11261,112029,695313,HTML
2013-05-18,583284,23806,31957,1520,2040,25326,33997,-8671,103358,686642,HTML
2013-05-19,583284,30125,34594,1923,2208,32048,36802,-4754,98603,681887,HTML
2013-05-20,583284,32559,33756,2078,2155,34637,35911,-1274,97329,680613,HTML
2013-05-21,583284,32171,31366,2054,2002,34225,33368,857,98187,681471,HTML
2013-05-22,583284,29630,30760,1891,1963,31521,32723,-1202,96984,680268,HTML
2013-05-23,583284,32372,30808,2066,1966,34438,32774,1664,98649,681933,HTML
2013-05-24,583284,34399,31429,2196,2006,36595,33435,3160,101809,685093,HTML
2013-05-25,583284,36252,31593,2314,2017,38566,33610,4956,106765,690049,HTML
2013-05-26,583284,29038,32698,1854,2087,30892,34785,-3893,102871,686155,HTML
2013-05-27,583284,33339,33444,2128,2135,35467,35579,-112,102760,686044,HTML
2013-05-28,583284,27782,33399,1773,2132,29555,35531,-5976,96784,680068,HTML
2013-05-29,583284,30479,31967,1945,2040,32424,34007,-1583,95201,678485,HTML
2013-05-30,583284,28059,31095,1791,1985,29850,33080,-3230,91971,675255,HTML
2013-05-31,583284,29276,29721,1869,1897,31145,31618,-473,91498,674782,HTML
2013-06-01,583284,33769,29500,2155,1883,35924,31383,4541,96039,679323,HTML
2013-06-02,583284,27866,29390,1779,1876,29645,31266,-1621,94418,677702,HTML
2013-06-03,583284,30811,30135,1967,1924,32778,32059,719,95137,678421,HTML
2013-06-04,583284,28744,30527,1835,1949,30579,32476,-1897,93240,676524,HTML
2013-06-05,583284,31740,30011,2026,1916,33766,31927,1839,95078,678362,HTML
2013-06-06,583284,39900,30094,2547,1921,42447,32015,10432,105510,688794,HTML
2013-06-07,583284,25789,30934,1646,1975,27435,32909,-5474,100036,683320,HTML
2013-06-08,583284,27146,32493,1733,2074,28879,34567,-5688,94348,677632,HTML
2013-06-09,583284,27018,32349,1725,2065,28743,34414,-5671,88677,671961,HTML
2013-06-10,583284,33204,29668,2119,1894,35323,31562,3761,92438,675722,HTML
2013-06-11,583284,31025,28724,1980,1833,33005,30557,2448,94885,678169,HTML
2013-06-12,583284,29790,28868,1901,1843,31691,30711,980,95866,679150,HTML
2013-06-13,583284,30653,30475,1957,1945,32610,32420,190,96056,679340,HTML
2013-06-14,583284,33140,30714,2115,1960,35255,32674,2581,98636,681920,HTML
2013-06-15,583284,33062,30929,2110,1974,35172,32903,2269,100905,684189,HTML
2013-06-16,583284,31000,31380,1979,2003,32979,33383,-404,100501,683785,HTML
2013-06-17,583284,30234,32074,1930,2047,32164,34121,-1957,98544,681828,HTML
2013-06-18,583284,24051,32038,1535,2045,25586,34083,-8497,90047,673331,HTML
2013-06-19,583284,29221,30740,1865,1962,31086,32702,-1616,88430,671714,HTML
2013-06-20,583284,30637,29023,1956,1853,32593,30876,1717,90148,673432,HTML
2013-06-21,583284,31412,27934,2005,1783,33417,29717,3700,93848,677132,HTML
2013-06-22,583284,32259,28862,2059,1842,34318,30704,3614,97463,680747,HTML
2013-06-23,583284,25849,30051,1650,1918,27499,31969,-4470,92992,676276,HTML
2013-06-24,583284,27345,30694,1745,1959,29090,32653,-3563,89430,672714,HTML
2013-06-25,583284,26598,29834,1698,1904,28296,31738,-3442,85988,669272,HTML
2013-06-26,583284,28613,28136,1826,1796,30439,29932,507,86495,669779,HTML
2013-06-27,583284,28123,27477,1795,1754,29918,29231,687,87182,670466,HTML
2013-06-28,583284,28612,27329,1826,1744,30438,29073,1365,88547,671831,HTML
2013-06-29,583284,30991,27960,1978,1785,32969,29745,3224,91771,675055,HTML
2013-06-30,583284,25954,28477,1657,1818,27611,30295,-2684,89087,672371,HTML
2013-07-01,583284,25361,28843,1619,1841,26980,30684,-3704,85382,668666,HTML
2013-07-02,583284,24622,28406,1572,1813,26194,30219,-4025,81357,664641,HTML
2013-07-03,583284,26670,26946,1702,1720,28372,28666,-294,81063,664347,HTML
2013-07-04,583284,27386,25989,1748,1659,29134,27648,1486,82550,665834,HTML
2013-07-05,583284,28175,25691,1798,1640,29973,27331,2642,85191,668475,HTML
2013-07-06,583284,30255,26459,1931,1689,32186,28148,4038,89229,672513,HTML
2013-07-07,583284,29911,27451,1909,1752,31820,29203,2617,91847,675131,HTML
2013-07-08,583284,27653,28560,1765,1823,29418,30383,-965,90882,674166,HTML
2013-07-09,583284,27525,29206,1757,1864,29282,31070,-1788,89094,672378,HTML
2013-07-10,583284,29873,29003,1907,1851,31780,30854,926,90020,673304,HTML
2013-07-11,583284,32672,28554,2085,1823,34757,30377,4380,94399,677683,HTML
2013-07-12,583284,31794,28891,2029,1844,33823,30735,3088,97487,680771,HTML
2013-07-13,583284,32986,30073,2106,1920,35092,31993,3099,100586,683870,HTML
2013-07-14,583284,30875,31409,1971,2005,32846,33414,-568,100018,683302,HTML
2013-07-15,583284,28729,31984,1834,2042,30563,34025,-3462,96556,679840,HTML
2013-07-16,583284,29340,31763,1873,2027,31213,33790,-2577,93979,677263,HTML
2013-07-17,583284,32425,30699,2070,1960,34495,32659,1836,95815,679099,HTML
2013-07-18,583284,34472,30106,2200,1922,36672,32028,4644,100459,683743,HTML
2013-07-19,583284,33274,30656,2124,1957,35398,32613,2785,103244,686528,HTML
2013-07-20,583284,33534,32035,2140,2045,35675,34080,1595,104839,688123,HTML
2013-07-21,583284,29970,33156,1913,2116,31883,35272,-3389,101450,684734,HTML
2013-07-22,583284,34788,33163,2221,2117,37009,35280,1729,103179,686463,HTML
2013-07-23,583284,29955,32811,1912,2094,31867,34905,-3038,100141,683425,HTML
2013-07-24,583284,33298,32217,2125,2056,35423,34273,1150,101291,684575,HTML
2013-07-25,583284,32711,32342,2088,2064,34799,34406,393,101684,684968,HTML
2013-07-26,583284,32636,32034,2083,2045,34719,34079,640,102324,685608,HTML
2013-07-27,583284,43948,32565,2805,2079,46753,34644,12109,114433,697717,HTML
2013-07-28,583284,41063,33658,2621,2148,43684,35806,7878,122311,705595,HTML
2013-07-29,583284,39631,36387,2530,2323,42161,38710,3451,125761,709045,HTML
2013-07-30,583284,35476,39409,2264,2515,37740,41924,-4184,121577,704861,HTML
2013-07-31,583284,43165,39880,2755,2546,45920,42426,3494,125071,708355,HTML
2013-08-01,583284,46399,39663,2962,2532,49361,42195,7166,132236,715520,HTML
2013-08-02,583284,40290,39880,2572,2546,42862,42426,436,132673,715957,HTML
2013-08-03,583284,40522,41795,2587,2668,43109,44463,-1354,131319,714603,HTML
2013-08-04,583284,39693,42545,2534,2716,42227,45261,-3034,128285,711569,HTML
2013-08-05,583284,36247,41798,2314,2668,38561,44466,-5905,122380,705664,HTML
2013-08-06,583284,35085,40429,2239,2581,37324,43010,-5686,116695,699979,HTML
2013-08-07,583284,36615,38596,2337,2464,38952,41060,-2108,114587,697871,HTML
2013-08-08,583284,40506,37110,2585,2369,43091,39479,3612,118199,701483,HTML
2013-08-09,583284,37387,36702,2386,2343,39773,39045,728,118927,702211,HTML
2013-08-10,583284,38419,37322,2452,2382,40871,39704,1167,120093,703377,HTML
2013-08-11,583284,36486,38197,2329,2438,38815,40635,-1820,118273,701557,HTML
2013-08-12,583284,38841,38101,2479,2432,41320,40533,787,119060,702344,HTML
2013-08-13,583284,41492,37980,2648,2424,44140,40404,3736,122796,706080,HTML
2013-08-14,583284,39976,38052,2552,2429,42528,40481,2047,124843,708127,HTML
2013-08-15,583284,44184,39104,2820,2496,47004,41600,5404,130247,713531,HTML
2013-08-16,583284,32401,40351,2068,2576,34469,42927,-8458,121789,705073,HTML
2013-08-17,583284,31867,40460,2034,2583,33901,43043,-9142,112648,695932,HTML
2013-08-18,583284,31228,38895,1993,2483,33221,41378,-8157,104490,687774,HTML
2013-08-19,583284,34748,35264,2218,2251,36966,37515,-549,103941,687225,HTML
2013-08-20,583284,27293,33333,1742,2128,29035,35461,-6426,97515,680799,HTML
2013-08-21,583284,33008,31959,2107,2040,35115,33999,1116,98630,681914,HTML
2013-08-22,583284,31229,31718,1993,2025,33222,33743,-521,98110,681394,HTML
2013-08-23,583284,31380,30999,2003,1979,33383,32978,405,98514,681798,HTML
2013-08-24,583284,32703,31432,2087,2006,34790,33438,1352,99867,683151,HTML
2013-08-25,583284,35211,31376,2248,2003,37459,33379,4080,103947,687231,HTML
2013-08-26,583284,37138,32226,2371,2057,39509,34283,5226,109172,692456,HTML
2013-08-27,583284,31355,33362,2001,2129,33356,35491,-2135,107037,690321,HTML
2013-08-28,583284,33026,34423,2108,2197,35134,36620,-1486,105551,688835,HTML
2013-08-29,583284,32324,34452,2063,2199,34387,36651,-2264,103287,686571,HTML
2013-08-30,583284,30955,33411,1976,2133,32931,35544,-2613,100674,683958,HTML
2013-08-31,583284,27105,32720,1730,2089,28835,34809,-5974,94700,677984,HTML
2013-09-01,583284,27491,31503,1755,2011,29246,33514,-4268,90432,673716,HTML
2013-09-02,583284,27809,30127,1775,1923,29584,32050,-2466,87966,671250,HTML
2013-09-03,583284,23831,28564,1521,1823,25352,30387,-5035,82931,666215,HTML
2013-09-04,583284,27133,27473,1732,1754,28865,29227,-362,82568,665852,HTML
2013-09-05,583284,30511,26613,1947,1699,32458,28312,4146,86715,669999,HTML
2013-09-06,583284,28982,26486,1850,1691,30832,28177,2655,89370,672654,HTML
2013-09-07,583284,29865,27569,1906,1760,31771,29329,2442,91812,675096,HTML
2013-09-08,583284,28672,28721,1830,1833,30502,30554,-52,91760,675044,HTML
2013-09-09,583284,27452,29292,1752,1870,29204,31162,-1958,89802,673086,HTML
2013-09-10,583284,27395,29213,1749,1865,29144,31078,-1934,87868,671152,HTML
2013-09-11,583284,24506,28508,1564,1820,26070,30328,-4258,83609,666893,HTML
2013-09-12,583284,26928,27628,1719,1764,28647,29392,-745,82865,666149,HTML
2013-09-13,583284,26905,26766,1717,1708,28622,28474,148,83013,666297,HTML
2013-09-14,583284,30105,26224,1922,1674,32027,27898,4129,87142,670426,HTML
2013-09-15,583284,24589,26802,1569,1711,26158,28513,-2355,84787,668071,HTML
2013-09-16,583284,27308,27238,1743,1739,29051,28977,74,84862,668146,HTML
2013-09-17,583284,35617,27488,2273,1755,37890,29243,8647,93508,676792,HTML
2013-09-18,583284,43184,27706,2756,1768,45940,29475,16465,109974,693258,HTML
2013-09-19,583284,37851,30709,2416,1960,40267,32669,7598,117572,700856,HTML
2013-09-20,583284,34108,34967,2177,2232,36285,37199,-914,116658,699942,HTML
2013-09-21,583284,28545,37842,1822,2415,30367,40257,-9890,106768,690052,HTML
2013-09-22,583284,31784,36827,2029,2351,33813,39178,-5365,101402,684686,HTML
2013-09-23,583284,29463,34141,1881,2179,31344,36320,-4976,96426,679710,HTML
2013-09-24,583284,30334,31490,1936,2010,32270,33500,-1230,95196,678480,HTML
2013-09-25,583284,31547,30643,2014,1956,33561,32599,962,96158,679442,HTML
2013-09-26,583284,33874,30261,2162,1932,36036,32193,3843,100000,683284,HTML
2013-09-27,583284,35141,30962,2243,1976,37384,32938,4446,104446,687730,HTML
2013-09-28,583284,33571,32037,2143,2045,35714,34082,1632,106078,689362,HTML
2013-09-29,583284,26306,33341,1679,2128,27985,35469,-7484,98594,681878,HTML
2013-09-30,583284,33496,33252,2138,2122,35634,35375,259,98853,682137,HTML
2013-10-01,583284,30590,32092,1953,2048,32543,34140,-1597,97256,680540,HTML
2013-10-02,583284,34271,30869,2187,1970,36458,32839,3619,100875,684159,HTML
2013-10-03,583284,41252,31417,2633,2005,43885,33422,10463,111338,694622,HTML
2013-10-04,583284,31820,32729,2031,2089,33851,34818,-967,110371,693655,HTML
2013-10-05,583284,26043,34958,1662,2231,27705,37189,-9484,100887,684171,HTML
2013-10-06,583284,24816,34911,1584,2228,26400,37139,-10739,90148,673432,HTML
2013-10-07,583284,26415,31807,1686,2030,28101,33837,-5736,84413,667697,HTML
2013-10-08,583284,17023,28450,1087,1816,18110,30266,-12156,72257,655541,HTML
2013-10-09,583284,31780,25382,2028,1620,33808,27002,6806,79063,662347,HTML
2013-10-10,583284,29928,24246,1910,1548,31838,25794,6044,85107,668391,HTML
2013-10-11,583284,28683,24660,1831,1574,30514,26234,4280,89386,672670,HTML
2013-10-12,583284,36448,27519,2326,1757,38774,29276,9498,98884,682168,HTML
2013-10-13,583284,27935,29349,1783,1873,29718,31222,-1504,97380,680664,HTML
2013-10-14,583284,31868,31108,2034,1986,33902,33094,808,98189,681473,HTML
2013-10-15,583284,29800,31656,1902,2021,31702,33677,-1975,96214,679498,HTML
2013-10-16,583284,31995,30882,2042,1971,34037,32853,1184,97397,680681,HTML
2013-10-17,583284,31098,31035,1985,1981,33083,33016,67,97465,680749,HTML
2013-10-18,583284,33941,30705,2166,1960,36107,32665,3442,100906,684190,HTML
2013-10-19,583284,33922,31514,2165,2012,36087,33525,2562,103468,686752,HTML
2013-10-20,583284,29113,32140,1858,2052,30971,34192,-3221,100247,683531,HTML
2013-10-21,583284,36456,32690,2327,2087,38783,34777,4006,104253,687537,HTML
2013-10-22,583284,30027,32694,1917,2087,31944,34781,-2837,101416,684700,HTML
2013-10-23,583284,30978,32485,1977,2073,32955,34558,-1603,99813,683097,HTML
2013-10-24,583284,29473,32579,1881,2079,31354,34658,-3304,96509,679793,HTML
2013-10-25,583284,32833,31404,2096,2004,34929,33408,1521,98029,681313,HTML
2013-10-26,583284,36951,31145,2359,1988,39310,33133,6177,104207,687491,HTML
2013-10-27,583284,33095,31418,2112,2005,35207,33423,1784,105991,689275,HTML
2013-10-28,583284,29092,33032,1857,2108,30949,35140,-4191,101800,685084,HTML
2013-10-29,583284,24622,33629,1572,2147,26194,35776,-9582,92218,675502,HTML
2013-10-30,583284,25103,31992,1602,2042,26705,34034,-7329,84889,668173,HTML
2013-10-31,583284,31388,29163,2003,1861,33391,31024,2367,87257,670541,HTML
2013-11-01,583284,32205,27160,2056,1734,34261,28894,5367,92624,675908,HTML
2013-11-02,583284,32749,27687,2090,1767,34839,29454,5385,98008,681292,HTML
2013-11-03,583284,27903,29794,1781,1902,29684,31696,-2012,95996,679280,HTML
2013-11-04,583284,28980,31037,1850,1981,30830,33018,-2188,93808,677092,HTML
2013-11-05,583284,24265,30916,1549,1973,25814,32889,-7075,86733,670017,HTML
2013-11-06,583284,26950,29208,1720,1864,28670,31072,-2402,84331,667615,HTML
2013-11-07,583284,30921,27760,1974,1772,32895,29532,3363,87694,670978,HTML
2013-11-08,583284,35791,26908,2285,1718,38076,28626,9450,97144,680428,HTML
2013-11-09,583284,32152,28493,2052,1819,34204,30312,3892,101036,684320,HTML
2013-11-10,583284,28161,30802,1797,1966,29958,32768,-2810,98226,681510,HTML
2013-11-11,583284,26968,32260,1721,2059,28689,34319,-5630,92596,675880,HTML
2013-11-12,583284,25139,31240,1605,1994,26744,33234,-6490,86105,669389,HTML
2013-11-13,583284,26186,29121,1671,1859,27857,30980,-3123,82982,666266,HTML
2013-11-14,583284,29896,27190,1908,1736,31804,28925,2879,85861,669145,HTML
2013-11-15,583284,27631,26545,1764,1694,29395,28239,1156,87017,670301,HTML
2013-11-16,583284,25516,27127,1629,1731,27145,28858,-1713,85304,668588,HTML
2013-11-17,583284,24464,27674,1562,1766,26026,29440,-3414,81890,665174,HTML
2013-11-18,583284,22283,27095,1422,1729,23705,28824,-5119,76771,660055,HTML
2013-11-19,583284,20775,25791,1326,1646,22101,27437,-5336,71435,654719,HTML
2013-11-20,583284,24499,24077,1564,1537,26063,25614,449,71884,655168,HTML
2013-11-21,583284,26151,22887,1669,1461,27820,24348,3472,75356,658640,HTML
2013-11-22,583284,24261,22914,1549,1463,25810,24377,1433,76789,660073,HTML
2013-11-23,583284,22624,23922,1444,1527,24068,25449,-1381,75409,658693,HTML
2013-11-24,583284,19985,24458,1276,1561,21261,26019,-4758,70651,653935,HTML
2013-11-25,583284,20637,23826,1317,1521,21954,25347,-3393,67258,650542,HTML
2013-11-26,583284,17512,22445,1118,1433,18630,23878,-5248,62009,645293,HTML
2013-11-27,583284,19210,20856,1226,1331,20436,22187,-1751,60258,643542,HTML
2013-11-28,583284,28664,19781,1830,1263,30494,21044,9450,69708,652992,HTML
2013-11-29,583284,33192,19924,2119,1272,35311,21196,14115,83823,667107,HTML
2013-11-30,583284,30238,22775,1930,1454,32168,24229,7939,91762,675046,HTML
2013-12-01,583284,22354,26948,1427,1720,23781,28668,-4887,86876,670160,HTML
2013-12-02,583284,22027,29066,1406,1855,23433,30921,-7488,79387,662671,HTML
2013-12-03,583284,19419,27879,1240,1780,20659,29659,-9000,70387,653671,HTML
2013-12-04,583284,17470,24639,1115,1573,18585,26212,-7627,62760,646044,HTML
