date,base_population,air_arrival,air_departure,ferry_arrival,ferry_departure,total_arrival,total_departure,net_flow,tourist_stock,estimated_population,data_source
2018-08-29,661190,39295,40650,2508,2595,41803,43245,-1442,125336,786526,EASYOCR_ATTACH
2018-08-30,661190,37096,40412,2368,2580,39464,42992,-3528,121808,782998,EASYOCR_ATTACH
2018-08-31,661190,37206,39602,2375,2528,39581,42130,-2549,119260,780450,EASYOCR_EMBED
2018-09-01,661190,38794,38767,2476,2474,41270,41241,29,119289,780479,EASYOCR_ATTACH
2018-09-02,661190,37036,37975,2364,2424,39400,40399,-999,118290,779480,EASYOCR_EMBED
2018-09-03,661190,37430,37773,2389,2411,39819,40184,-365,117925,779115,EASYOCR_ATTACH
2018-09-04,661190,34039,37731,2173,2408,36212,40139,-3927,113998,775188,EASYOCR_EMBED
2018-09-05,661190,36877,37203,2354,2375,39231,39578,-347,113651,774841,EASYOCR_ATTACH
2018-09-06,661190,40373,36585,2577,2335,42950,38920,4030,117681,778871,EASYOCR_ATTACH
2018-09-07,661190,40061,36360,2557,2321,42618,38681,3937,121618,782808,EASYOCR_EMBED
2018-09-08,661190,40483,37557,2584,2397,43067,39954,3113,124731,785921,EASYOCR_ATTACH
2018-09-09,661190,36494,38973,2329,2488,38823,41461,-2638,122093,783283,EASYOCR_ATTACH
2018-09-10,661190,38493,39553,2457,2525,40950,42078,-1128,120964,782154,EASYOCR_ATTACH
2018-09-11,661190,37272,39191,2379,2502,39651,41693,-2042,118922,780112,EASYOCR_ATTACH
2018-09-12,661190,37555,38226,2397,2440,39952,40666,-714,118208,779398,EASYOCR_EMBED
2018-09-13,661190,38862,37893,2481,2419,41343,40312,1031,119240,780430,EASYOCR_ATTACH
2018-09-14,661190,38479,37668,2456,2404,40935,40072,863,120102,781292,EASYOCR_ATTACH
2018-09-15,661190,36797,38012,2349,2426,39146,40438,-1292,118811,780001,EASYOCR_EMBED
2018-09-16,661190,31890,38140,2036,2434,33925,40574,-6649,112162,773352,EASYOCR_ATTACH
2018-09-17,661190,34708,37384,2215,2386,36923,39770,-2847,109315,770505,EASYOCR_EMBED
2018-09-19,661190,27688,35904,1767,2292,29455,38196,-8741,100574,761764,EASYOCR_EMBED
2018-09-20,661190,35186,33815,2246,2158,37432,35973,1459,102033,763223,EASYOCR_ATTACH
2018-09-21,661190,41481,32646,2648,2084,44129,34730,9399,111432,772622,EASYOCR_ATTACH
2018-09-22,661190,46968,32766,2998,2091,49966,34857,15109,126541,787731,EASYOCR_EMBED
2018-09-23,661190,44894,36390,2866,2323,47760,38713,9047,135588,796778,EASYOCR_EMBED
2018-09-24,661190,39542,40556,2524,2589,42066,43145,-1079,134509,795699,EASYOCR_ATTACH
2018-09-25,661190,40536,43432,2587,2772,43123,46204,-3081,131429,792619,EASYOCR_ATTACH
2018-09-26,661190,41715,43194,2663,2757,44378,45951,-1573,129856,791046,EASYOCR_ATTACH
2018-09-27,661190,36981,41821,2361,2669,39342,44490,-5148,124707,785897,EASYOCR_EMBED
2018-09-28,661190,34678,40712,2213,2599,36891,43311,-6420,118288,779478,EASYOCR_EMBED
2018-09-29,661190,35970,39375,2296,2513,38266,41888,-3622,114665,775855,EASYOCR_ATTACH
2018-09-30,661190,36159,37607,2308,2400,38467,40007,-1540,113125,774315,EASYOCR_ATTACH
2018-10-01,661190,33714,36313,2152,2318,35866,38631,-2765,110360,771550,EASYOCR_ATTACH
2018-10-02,661190,33853,35634,2161,2275,36014,37909,-1895,108465,769655,EASYOCR_EMBED
2018-10-03,661190,34237,35132,2185,2242,36422,37374,-952,107514,768704,EASYOCR_ATTACH
2018-10-04,661190,29731,34516,1898,2203,31629,36719,-5090,102424,763614,EASYOCR_ATTACH
2018-10-05,661190,16370,33739,1045,2154,17415,35893,-18478,83946,745136,EASYOCR_ATTACH
2018-10-06,661190,25744,31195,1643,1991,27387,33186,-5799,78147,739337,EASYOCR_ATTACH
2018-10-07,661190,40455,27305,2582,1743,43037,29048,13989,92135,753325,EASYOCR_EMBED
2018-10-08,661190,35496,25581,2266,1633,37762,27214,10548,102684,763874,EASYOCR_ATTACH
2018-10-09,661190,35580,28921,2271,1846,37851,30767,7084,109768,770958,EASYOCR_ATTACH
2018-10-10,661190,41320,33377,2637,2130,43957,35507,8450,118218,779408,EASYOCR_ATTACH
2018-10-11,661190,40196,36116,2566,2305,42762,38421,4341,122558,783748,EASYOCR_EMBED
2018-10-12,661190,41849,37947,2671,2422,44520,40369,4151,126709,787899,EASYOCR_ATTACH
2018-10-13,661190,43960,39362,2806,2512,46766,41874,4892,131601,792791,EASYOCR_EMBED
2018-10-14,661190,41405,40749,2643,2601,44048,43350,698,132299,793489,EASYOCR_ATTACH
2018-10-15,661190,41729,41948,2664,2678,44393,44626,-233,132066,793256,EASYOCR_EMBED
2018-10-16,661190,42329,42300,2702,2700,45031,45000,31,132097,793287,EASYOCR_ATTACH
2018-10-17,661190,41992,42134,2680,2689,44672,44823,-151,131946,793136,EASYOCR_ATTACH
2018-10-18,661190,41550,42064,2652,2685,44202,44749,-547,131399,792589,EASYOCR_EMBED
2018-10-19,661190,42699,41954,2725,2678,45424,44632,792,132191,793381,EASYOCR_ATTACH
2018-10-20,661190,42122,41994,2689,2680,44811,44674,137,132328,793518,EASYOCR_ATTACH
2018-10-21,661190,39516,42060,2522,2685,42038,44745,-2707,129621,790811,EASYOCR_ATTACH
2018-10-22,661190,41281,41936,2635,2677,43916,44613,-697,128924,790114,EASYOCR_EMBED
2018-10-23,661190,39682,41445,2533,2645,42215,44090,-1875,127049,788239,EASYOCR_EMBED
2018-10-24,661190,40633,40813,2594,2605,43227,43418,-191,126858,788048,EASYOCR_ATTACH
2018-10-25,661190,39446,40548,2518,2588,41964,43136,-1172,125686,786876,EASYOCR_ATTACH
2018-10-26,661190,41089,40199,2623,2566,43712,42765,947,126633,787823,EASYOCR_EMBED
2018-10-27,661190,42021,40256,2682,2570,44703,42826,1877,128510,789700,EASYOCR_EMBED
2018-10-28,661190,38804,40376,2477,2577,41281,42953,-1672,126838,788028,EASYOCR_EMBED
2018-10-29,661190,38536,40720,2460,2599,40996,43319,-2323,124515,785705,EASYOCR_ATTACH
2018-10-30,661190,35747,40425,2282,2580,38029,43005,-4976,119540,780730,EASYOCR_EMBED
2018-10-31,661190,38606,39303,2464,2509,41070,41812,-742,118798,779988,EASYOCR_ATTACH
2018-11-01,661190,38342,38248,2447,2441,40789,40689,100,118897,780087,EASYOCR_EMBED
2018-11-02,661190,40232,37585,2568,2399,42800,39984,2816,121713,782903,EASYOCR_ATTACH
2018-11-03,661190,41620,38124,2657,2433,44277,40557,3720,125433,786623,EASYOCR_ATTACH
2018-11-04,661190,40846,38936,2607,2485,43453,41421,2032,127466,788656,EASYOCR_EMBED
2018-11-05,661190,38580,40099,2463,2560,41043,42659,-1616,125849,787039,EASYOCR_ATTACH
2018-11-06,661190,35645,40517,2275,2586,37920,43103,-5183,120666,781856,EASYOCR_EMBED
2018-11-07,661190,35800,39853,2285,2544,38085,42397,-4312,116354,777544,EASYOCR_ATTACH
2018-11-08,661190,37491,38326,2393,2446,39884,40772,-888,115466,776656,EASYOCR_ATTACH
2018-11-09,661190,39645,36976,2531,2360,42176,39336,2840,118307,779497,EASYOCR_ATTACH
2018-11-10,661190,41227,36855,2631,2352,43858,39207,4651,122958,784148,EASYOCR_EMBED
2018-11-11,661190,35296,37880,2253,2418,37549,40298,-2749,120209,781399,EASYOCR_EMBED
2018-11-12,661190,36453,38790,2327,2476,38780,41266,-2486,117723,778913,EASYOCR_ATTACH
2018-11-13,661190,32224,38577,2057,2462,34281,41039,-6758,110964,772154,EASYOCR_ATTACH
2018-11-14,661190,36082,36899,2303,2355,38385,39254,-869,110095,771285,EASYOCR_EMBED
2018-11-15,661190,37938,35604,2422,2273,40360,37877,2483,112578,773768,EASYOCR_ATTACH
2018-11-16,661190,39254,34913,2506,2229,41760,37142,4618,117196,778386,EASYOCR_EMBED
2018-11-17,661190,39159,36129,2499,2306,41658,38435,3223,120419,781609,EASYOCR_ATTACH
2018-11-18,661190,36504,37447,2330,2390,38834,39837,-1003,119416,780606,EASYOCR_ATTACH
2018-11-19,661190,35783,38375,2284,2449,38067,40824,-2757,116659,777849,EASYOCR_EMBED
2018-11-20,661190,29835,38055,1904,2429,31739,40484,-8745,107914,769104,EASYOCR_ATTACH
2018-11-21,661190,31382,36463,2003,2327,33385,38790,-5405,102509,763699,EASYOCR_ATTACH
2018-11-22,661190,37038,34337,2364,2192,39402,36529,2873,105382,766572,EASYOCR_EMBED
2018-11-23,661190,38314,32798,2446,2094,40760,34892,5868,111250,772440,EASYOCR_ATTACH
2018-11-24,661190,37268,33620,2379,2146,39647,35766,3881,115131,776321,EASYOCR_EMBED
2018-11-25,661190,33917,35528,2165,2268,36082,37796,-1714,113417,774607,EASYOCR_EMBED
2018-11-26,661190,34405,36665,2196,2340,36601,39005,-2404,111013,772203,EASYOCR_ATTACH
2018-11-27,661190,30369,36330,1938,2319,32307,38649,-6342,104671,765861,EASYOCR_EMBED
2018-11-28,661190,29802,34794,1902,2221,31704,37015,-5311,99360,760550,EASYOCR_ATTACH
2018-11-29,661190,34455,33125,2199,2114,36654,35239,1415,100775,761965,EASYOCR_EMBED
2018-11-30,661190,34171,31797,2181,2030,36352,33827,2525,103300,764490,EASYOCR_ATTACH
2018-12-01,661190,34702,31976,2215,2041,36917,34017,2900,106200,767390,EASYOCR_ATTACH
2018-12-02,661190,30289,33069,1933,2111,32222,35180,-2958,103242,764432,EASYOCR_ATTACH
2018-12-03,661190,30235,33535,1930,2141,32165,35676,-3511,99731,760921,EASYOCR_ATTACH
2018-12-04,661190,28593,33021,1825,2108,30418,35129,-4711,95021,756211,EASYOCR_EMBED
2018-12-05,661190,28696,31376,1832,2003,30528,33379,-2851,92169,753359,EASYOCR_ATTACH
2018-12-06,661190,33626,30128,2146,1923,35772,32051,3721,95890,757080,EASYOCR_EMBED
2018-12-07,661190,33231,29620,2121,1891,35352,31511,3841,99731,760921,EASYOCR_EMBED
2018-12-08,661190,34164,30515,2181,1948,36345,32463,3882,103613,764803,EASYOCR_ATTACH
2018-12-09,661190,31862,32092,2034,2048,33896,34140,-244,103369,764559,EASYOCR_ATTACH
2018-12-10,661190,31018,32953,1980,2103,32998,35056,-2058,101311,762501,EASYOCR_EMBED
2018-12-11,661190,27745,33033,1771,2109,29516,35142,-5626,95685,756875,EASYOCR_ATTACH
2018-12-12,661190,28591,31837,1825,2032,30416,33869,-3453,92232,753422,EASYOCR_ATTACH
2018-12-13,661190,33160,30441,2117,1943,35277,32384,2893,95125,756315,EASYOCR_ATTACH
2018-12-14,661190,33929,29565,2166,1887,36095,31452,4643,99769,760959,EASYOCR_ATTACH
2018-12-15,661190,35099,30340,2240,1937,37339,32277,5062,104830,766020,EASYOCR_EMBED
2018-12-16,661190,33103,32091,2113,2048,35216,34139,1077,105907,767097,EASYOCR_ATTACH
2018-12-17,661190,34384,33452,2195,2135,36579,35587,992,106899,768089,EASYOCR_ATTACH
2018-12-18,661190,31825,34100,2031,2177,33856,36277,-2421,104478,765668,EASYOCR_ATTACH
2018-12-19,661190,30142,33777,1924,2156,32066,35933,-3867,100611,761801,EASYOCR_EMBED
2018-12-20,661190,33292,33135,2125,2115,35417,35250,167,100778,761968,EASYOCR_ATTACH
2018-12-21,661190,34123,32190,2178,2055,36301,34245,2056,102833,764023,EASYOCR_ATTACH
2018-12-22,661190,40146,32089,2563,2048,42709,34137,8572,111406,772596,EASYOCR_EMBED
2018-12-23,661190,34929,33409,2229,2132,37158,35541,1617,113023,774213,EASYOCR_ATTACH
2018-12-24,661190,32858,35145,2097,2243,34955,37388,-2433,110590,771780,EASYOCR_ATTACH
2018-12-25,661190,32195,36223,2055,2312,34250,38535,-4285,106305,767495,EASYOCR_ATTACH
2018-12-26,661190,36855,35101,2352,2240,39207,37341,1866,108171,769361,EASYOCR_ATTACH
2018-12-27,661190,35976,34235,2296,2185,38272,36420,1852,110023,771213,EASYOCR_ATTACH
2018-12-28,661190,37049,34144,2365,2179,39414,36323,3091,113113,774303,EASYOCR_ATTACH
2018-12-29,661190,42658,35322,2723,2255,45381,37577,7804,120917,782107,EASYOCR_EMBED
2018-12-30,661190,37750,36710,2410,2343,40160,39053,1107,122024,783214,EASYOCR_ATTACH
2018-12-31,661190,35465,38287,2264,2444,37729,40731,-3002,119022,780212,EASYOCR_EMBED
2019-01-01,671811,29358,38922,1874,2484,31232,41406,-10174,108847,780658,EASYOCR_EMBED
2019-01-02,671811,34351,37251,2193,2378,36544,39629,-3085,105762,777573,EASYOCR_ATTACH
2019-01-03,671811,33017,35004,2107,2234,35124,37238,-2114,103649,775460,EASYOCR_ATTACH
2019-01-04,671811,32619,33033,2082,2108,34701,35141,-440,103208,775019,EASYOCR_EMBED
2019-01-05,671811,33236,32957,2121,2104,35357,35061,296,103504,775315,EASYOCR_EMBED
2019-01-06,671811,32974,32840,2105,2096,35079,34936,143,103647,775458,EASYOCR_EMBED
2019-01-07,671811,34794,33062,2221,2110,37015,35172,1843,105490,777301,EASYOCR_ATTACH
2019-01-08,671811,32967,33181,2104,2118,35071,35299,-228,105263,777074,EASYOCR_EMBED
2019-01-09,671811,31468,33445,2009,2135,33477,35580,-2103,103160,774971,EASYOCR_EMBED
2019-01-10,671811,35452,33485,2263,2137,37715,35622,2093,105252,777063,EASYOCR_EMBED
2019-01-11,671811,34782,33206,2220,2120,37002,35326,1676,106928,778739,EASYOCR_ATTACH
2019-01-12,671811,37706,33428,2407,2134,40113,35562,4551,111479,783290,EASYOCR_ATTACH
2019-01-13,671811,36332,34465,2319,2200,38651,36665,1986,113466,785277,EASYOCR_ATTACH
2019-01-14,671811,31372,35471,2002,2264,33374,37735,-4361,109105,780916,EASYOCR_ATTACH
2019-01-15,671811,35936,35919,2294,2293,38230,38212,18,109123,780934,EASYOCR_EMBED
2019-01-16,671811,34292,35172,2189,2245,36481,37417,-936,108187,779998,EASYOCR_ATTACH
2019-01-17,671811,36111,34430,2305,2198,38416,36628,1788,109975,781786,EASYOCR_ATTACH
2019-01-18,671811,37353,34669,2384,2213,39737,36882,2855,112830,784641,EASYOCR_ATTACH
2019-01-19,671811,39305,35089,2509,2240,41814,37329,4485,117315,789126,EASYOCR_EMBED
2019-01-20,671811,35563,36359,2270,2321,37833,38680,-847,116467,788278,EASYOCR_EMBED
2019-01-21,671811,36464,37107,2327,2369,38791,39476,-685,115782,787593,EASYOCR_EMBED
2019-01-22,671811,34374,37375,2194,2386,36568,39761,-3193,112589,784400,EASYOCR_ATTACH
2019-01-23,671811,33280,36597,2124,2336,35404,38933,-3529,109060,780871,EASYOCR_EMBED
2019-01-24,671811,35289,35727,2253,2280,37542,38007,-465,108595,780406,EASYOCR_ATTACH
2019-01-25,671811,36049,34729,2301,2217,38350,36946,1404,109999,781810,EASYOCR_EMBED
2019-01-26,671811,37100,34597,2368,2208,39468,36805,2663,112663,784474,EASYOCR_EMBED
2019-01-27,671811,34011,35167,2171,2245,36182,37412,-1230,111433,783244,EASYOCR_ATTACH
2019-01-28,671811,35114,35679,2241,2277,37355,37956,-601,110832,782643,EASYOCR_ATTACH
2019-01-29,671811,35434,35738,2262,2281,37696,38019,-323,110509,782320,EASYOCR_ATTACH
2019-01-30,671811,28181,35251,1799,2250,29980,37501,-7521,102988,774799,EASYOCR_ATTACH
2019-01-31,671811,32592,34478,2080,2201,34672,36679,-2007,100981,772792,EASYOCR_ATTACH
2019-02-01,671811,36670,33130,2341,2115,39011,35245,3766,104747,776558,EASYOCR_EMBED
2019-02-02,671811,41955,32277,2678,2060,44633,34337,10296,115043,786854,EASYOCR_EMBED
2019-02-03,671811,40756,33950,2601,2167,43357,36117,7240,122283,794094,EASYOCR_ATTACH
2019-02-04,671811,30186,36735,1927,2345,32113,39080,-6967,115316,787127,EASYOCR_EMBED
2019-02-05,671811,35357,38485,2257,2457,37614,40942,-3328,111988,783799,EASYOCR_EMBED
2019-02-06,671811,39074,37404,2494,2388,41568,39792,1776,113764,785575,EASYOCR_ATTACH
2019-02-07,671811,37210,35659,2375,2276,39585,37935,1650,115414,787225,EASYOCR_EMBED
2019-02-08,671811,36340,35978,2320,2296,38660,38274,386,115801,787612,EASYOCR_EMBED
2019-02-09,671811,35577,36702,2271,2343,37848,39045,-1197,114604,786415,EASYOCR_ATTACH
2019-02-10,671811,35611,37017,2273,2363,37884,39380,-1496,113108,784919,EASYOCR_EMBED
2019-02-11,671811,36974,36524,2360,2331,39334,38855,479,113587,785398,EASYOCR_ATTACH
2019-02-12,671811,36403,36041,2324,2301,38727,38342,385,113972,785783,EASYOCR_EMBED
2019-02-13,671811,35945,36097,2294,2304,38239,38401,-162,113810,785621,EASYOCR_EMBED
2019-02-14,671811,36620,36316,2337,2318,38957,38634,323,114133,785944,EASYOCR_EMBED
2019-02-15,671811,37096,36345,2368,2320,39464,38665,799,114932,786743,EASYOCR_ATTACH
2019-02-16,671811,37814,36423,2414,2325,40228,38748,1480,116412,788223,EASYOCR_ATTACH
2019-02-17,671811,36627,36701,2338,2343,38965,39044,-79,116332,788143,EASYOCR_EMBED
2019-02-18,671811,36734,37018,2345,2363,39079,39381,-302,116030,787841,EASYOCR_EMBED
2019-02-19,671811,35416,37146,2261,2371,37677,39517,-1840,114190,786001,EASYOCR_EMBED
2019-02-20,671811,36841,36817,2352,2350,39193,39167,26,114215,786026,EASYOCR_EMBED
2019-02-21,671811,37243,36502,2377,2330,39620,38832,788,115003,786814,EASYOCR_ATTACH
2019-02-22,671811,38607,36340,2464,2320,41071,38660,2411,117415,789226,EASYOCR_ATTACH
2019-02-23,671811,40155,36823,2563,2350,42718,39173,3545,120960,792771,EASYOCR_EMBED
2019-02-24,671811,38455,37612,2455,2401,40910,40013,897,121857,793668,EASYOCR_EMBED
2019-02-25,671811,37801,38530,2413,2459,40214,40989,-775,121083,792894,EASYOCR_EMBED
2019-02-26,671811,39369,38893,2513,2483,41882,41376,506,121588,793399,EASYOCR_ATTACH
2019-02-27,671811,38011,38738,2426,2473,40437,41211,-774,120814,792625,EASYOCR_EMBED
2019-02-28,671811,38532,38580,2459,2463,40991,41043,-52,120762,792573,EASYOCR_EMBED
2019-03-01,671811,43864,38541,2800,2460,46664,41001,5663,126425,798236,EASYOCR_EMBED
2019-03-02,671811,32884,38977,2099,2488,34983,41465,-6482,119944,791755,EASYOCR_EMBED
2019-03-03,671811,30785,39280,1965,2507,32750,41787,-9037,110907,782718,EASYOCR_EMBED
2019-03-04,671811,31011,38159,1979,2436,32990,40595,-7605,103302,775113,EASYOCR_EMBED
2019-03-05,671811,28777,34932,1837,2230,30614,37162,-6548,96753,768564,EASYOCR_EMBED
2019-03-06,671811,27560,32368,1759,2066,29319,34434,-5115,91638,763449,EASYOCR_EMBED
2019-03-07,671811,33466,30249,2136,1931,35602,32180,3422,95060,766871,EASYOCR_EMBED
2019-03-08,671811,36439,29589,2326,1889,38765,31478,7287,102347,774158,EASYOCR_ATTACH
2019-03-09,671811,35140,30512,2243,1948,37383,32460,4923,107269,779080,EASYOCR_EMBED
2019-03-10,671811,32277,32726,2060,2089,34337,34815,-478,106791,778602,EASYOCR_ATTACH
2019-03-11,671811,32683,34216,2086,2184,34769,36400,-1631,105160,776971,EASYOCR_EMBED
2019-03-12,671811,30814,34271,1967,2187,32781,36458,-3677,101483,773294,EASYOCR_ATTACH
2019-03-13,671811,29772,33221,1900,2120,31672,35341,-3669,97814,769625,EASYOCR_ATTACH
2019-03-14,671811,34597,32089,2208,2048,36805,34137,2668,100481,772292,EASYOCR_EMBED
2019-03-15,671811,37159,31451,2372,2008,39531,33459,6072,106553,778364,EASYOCR_EMBED
2019-03-16,671811,37634,32217,2402,2056,40036,34273,5763,112316,784127,EASYOCR_EMBED
2019-03-17,671811,36375,34198,2322,2183,38697,36381,2316,114633,786444,EASYOCR_ATTACH
2019-03-18,671811,34941,35948,2230,2295,37171,38243,-1072,113561,785372,EASYOCR_EMBED
2019-03-19,671811,32225,36652,2057,2339,34282,38991,-4709,108852,780663,EASYOCR_EMBED
2019-03-20,671811,25231,35932,1611,2294,26842,38225,-11383,97469,769280,EASYOCR_EMBED
2019-03-21,671811,40176,33848,2564,2160,42740,36008,6732,104202,776013,EASYOCR_EMBED
2019-03-22,671811,39830,32230,2542,2057,42372,34287,8085,112287,784098,EASYOCR_ATTACH
2019-03-23,671811,39894,32797,2546,2093,42440,34890,7550,119836,791647,EASYOCR_EMBED
2019-03-24,671811,37459,36277,2391,2316,39850,38593,1257,121094,792905,EASYOCR_ATTACH
2019-03-25,671811,38872,38218,2481,2439,41353,40657,696,121789,793600,EASYOCR_EMBED
2019-03-26,671811,37033,39198,2364,2502,39397,41700,-2303,119486,791297,EASYOCR_EMBED
2019-03-27,671811,36638,38494,2339,2457,38977,40951,-1974,117512,789323,EASYOCR_EMBED
2019-03-28,671811,39676,38008,2532,2426,42208,40434,1774,119286,791097,EASYOCR_ATTACH
2019-03-29,671811,39782,37609,2539,2401,42321,40010,2311,121597,793408,EASYOCR_EMBED
2019-03-30,671811,40150,38015,2563,2426,42713,40441,2272,123869,795680,EASYOCR_EMBED
2019-03-31,671811,36224,38877,2312,2482,38536,41359,-2823,121046,792857,EASYOCR_EMBED
2019-04-01,671811,38342,39182,2447,2501,40789,41683,-894,120151,791962,EASYOCR_EMBED
2019-04-02,671811,37182,38866,2373,2481,39555,41347,-1792,118359,790170,EASYOCR_EMBED
2019-04-03,671811,38131,37990,2434,2425,40565,40415,150,118509,790320,EASYOCR_ATTACH
2019-04-04,671811,39428,37788,2517,2412,41945,40200,1745,120254,792065,EASYOCR_EMBED
2019-04-05,671811,44744,37780,2856,2411,47600,40191,7409,127663,799474,EASYOCR_ATTACH
2019-04-06,671811,41224,38948,2631,2486,43855,41434,2421,130084,801895,EASYOCR_EMBED
2019-04-07,671811,38974,40453,2488,2582,41462,43035,-1573,128511,800322,EASYOCR_EMBED
2019-04-08,671811,39422,41562,2516,2653,41938,44215,-2277,126234,798045,EASYOCR_ATTACH
2019-04-09,671811,29174,41006,1862,2617,31036,43623,-12587,113647,785458,EASYOCR_EMBED
2019-04-10,671811,44365,39133,2832,2498,47197,41631,5566,119213,791024,EASYOCR_ATTACH
2019-04-11,671811,41347,37445,2639,2390,43986,39835,4151,123364,795175,EASYOCR_EMBED
2019-04-12,671811,42209,37218,2694,2376,44903,39594,5309,128673,800484,EASYOCR_EMBED
2019-04-13,671811,42820,39863,2733,2544,45553,42407,3146,131819,803630,EASYOCR_ATTACH
2019-04-14,671811,36953,41096,2359,2623,39312,43719,-4407,127412,799223,EASYOCR_ATTACH
2019-04-15,671811,40022,41879,2555,2673,42577,44552,-1975,125436,797247,EASYOCR_EMBED
2019-04-16,671811,37004,40804,2362,2604,39366,43408,-4042,121394,793205,EASYOCR_ATTACH
2019-04-17,671811,38784,39425,2476,2516,41260,41941,-681,120713,792524,EASYOCR_EMBED
2019-04-18,671811,41216,38810,2631,2477,43847,41287,2560,123273,795084,EASYOCR_EMBED
2019-04-19,671811,41663,38469,2659,2455,44322,40924,3398,126670,798481,EASYOCR_EMBED
2019-04-20,671811,44569,39448,2845,2518,47414,41966,5448,132118,803929,EASYOCR_ATTACH
2019-04-21,671811,38911,40756,2484,2601,41395,43357,-1962,130157,801968,EASYOCR_ATTACH
2019-04-22,671811,40340,41737,2575,2664,42915,44401,-1486,128670,800481,EASYOCR_ATTACH
2019-04-23,671811,37631,41815,2402,2669,40033,44484,-4451,124219,796030,EASYOCR_EMBED
2019-04-24,671811,41297,40547,2636,2588,43933,43135,798,125017,796828,EASYOCR_EMBED
2019-04-25,671811,41588,39895,2655,2547,44243,42442,1801,126818,798629,EASYOCR_ATTACH
2019-04-26,671811,44212,39613,2822,2529,47034,42142,4892,131710,803521,EASYOCR_EMBED
2019-04-27,671811,46396,40833,2961,2606,49357,43439,5918,137628,809439,EASYOCR_EMBED
2019-04-28,671811,41708,42271,2662,2698,44370,44969,-599,137029,808840,EASYOCR_EMBED
2019-04-29,671811,41989,43691,2680,2789,44669,46480,-1811,135218,807029,EASYOCR_EMBED
2019-04-30,671811,41798,43865,2668,2800,44466,46665,-2199,133019,804830,EASYOCR_ATTACH
2019-05-01,671811,43140,42975,2754,2743,45894,45718,176,133194,805005,EASYOCR_EMBED
2019-05-02,671811,41272,42441,2634,2709,43906,45150,-1244,131951,803762,EASYOCR_ATTACH
2019-05-03,671811,44157,42110,2819,2688,46976,44798,2178,134129,805940,EASYOCR_ATTACH
2019-05-04,671811,48232,42391,3079,2706,51311,45097,6214,140343,812154,EASYOCR_ATTACH
2019-05-05,671811,35686,43116,2278,2752,37964,45868,-7904,132439,804250,EASYOCR_EMBED
2019-05-06,671811,36097,43650,2304,2786,38401,46436,-8035,124404,796215,EASYOCR_ATTACH
2019-05-07,671811,36163,42371,2308,2705,38471,45076,-6605,117799,789610,EASYOCR_ATTACH
2019-05-08,671811,38451,39193,2454,2502,40905,41695,-790,117009,788820,EASYOCR_EMBED
2019-05-09,671811,38332,37480,2447,2392,40779,39872,907,117916,789727,EASYOCR_EMBED
2019-05-10,671811,38817,36891,2478,2355,41295,39246,2049,119965,791776,EASYOCR_ATTACH
2019-05-11,671811,40425,37764,2580,2410,43005,40175,2830,122795,794606,EASYOCR_ATTACH
2019-05-12,671811,36419,38470,2325,2456,38744,40925,-2181,120614,792425,EASYOCR_EMBED
2019-05-13,671811,41798,38846,2668,2480,44466,41325,3141,123755,795566,EASYOCR_ATTACH
2019-05-14,671811,40231,39030,2568,2491,42799,41521,1278,125033,796844,EASYOCR_EMBED
2019-05-15,671811,45652,39186,2914,2501,48566,41687,6879,131911,803722,EASYOCR_ATTACH
2019-05-16,671811,41415,40579,2643,2590,44058,43169,889,132800,804611,EASYOCR_EMBED
2019-05-17,671811,39812,41637,2541,2658,42353,44295,-1942,130859,802670,EASYOCR_ATTACH
2019-05-18,671811,38846,42539,2480,2715,41325,45254,-3929,126930,798741,EASYOCR_EMBED
2019-05-19,671811,38478,41486,2456,2648,40934,44134,-3200,123729,795540,EASYOCR_ATTACH
2019-05-20,671811,42495,40341,2712,2575,45207,42916,2291,126020,797831,EASYOCR_EMBED
2019-05-21,671811,38117,39568,2433,2526,40550,42094,-1544,124476,796287,EASYOCR_ATTACH
2019-05-22,671811,40819,39653,2605,2531,43424,42184,1240,125716,797527,EASYOCR_EMBED
2019-05-23,671811,40109,40065,2560,2557,42669,42622,47,125763,797574,EASYOCR_ATTACH
2019-05-24,671811,41361,39903,2640,2547,44001,42450,1551,127314,799125,EASYOCR_EMBED
2019-05-25,671811,43028,40322,2746,2574,45775,42896,2879,130192,802003,EASYOCR_EMBED
2019-05-26,671811,38150,40657,2435,2595,40585,43252,-2667,127526,799337,EASYOCR_ATTACH
2019-05-27,671811,36394,41152,2323,2627,38717,43779,-5062,122464,794275,EASYOCR_EMBED
2019-05-28,671811,39401,40520,2515,2586,41916,43106,-1190,121274,793085,EASYOCR_ATTACH
2019-05-29,671811,40019,39133,2554,2498,42573,41631,942,122216,794027,EASYOCR_EMBED
2019-05-30,671811,37953,38523,2423,2459,40376,40982,-606,121610,793421,EASYOCR_ATTACH
2019-05-31,671811,39521,38684,2523,2469,42044,41153,891,122501,794312,EASYOCR_ATTACH
2019-06-01,671811,44671,38967,2851,2487,47522,41454,6068,128569,800380,EASYOCR_EMBED
2019-06-02,671811,41529,39575,2651,2526,44180,42101,2079,130648,802459,EASYOCR_EMBED
2019-06-03,671811,42989,40745,2744,2601,45733,43346,2387,133035,804846,EASYOCR_EMBED
2019-06-04,671811,42005,42015,2681,2682,44686,44697,-11,133023,804834,EASYOCR_ATTACH
