column,iqr_count,iqr_pct,zscore_count,zscore_pct,lower,upper
기온,0,0.0,0,0.0,-9.349999999999998,43.05
습도,460,0.43732055596752417,272,0.25858954613731866,28.5,112.5
풍속,2152,2.0464833200197803,1035,0.984251968503937,-1.8000000000000005,7.800000000000001
일사,0,0.0,0,0.0,-2.225,4.135
지면온도,1075,1.0253230959988555,754,0.7191568505889647,-14.550000000000002,49.85
m005Te,0,0.0,0,0.0,-10.4,46.400000000000006
m01Te,1,0.0009533797311469159,2,0.0019067594622938317,-10.299999999999997,46.5
